Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,40.781113,-73.944061,FDR Dr N,New York,New York,NY,74.0,74.0,97.0,29.73,8.0,0.0,0.0
2,43.110031,-77.604393,I-390 S,Rochester,Monroe,NY,56.0,56.0,90.0,29.56,10.0,3.0,0.0
2,40.152321,-75.348991,W Germantown Pike,Norristown,Montgomery,PA,54.0,54.0,94.0,29.65,10.0,5.0,0.0
2,40.749043,-73.262917,Southern State Pkwy W,Bay Shore,Suffolk,NY,53.0,53.0,100.0,30.19,6.0,8.0,0.0
2,40.968067,-73.86039,I-87 N,Yonkers,Westchester,NY,52.0,52.0,100.0,28.71,0.0,10.0,0.0
3,40.853809000000005,-73.96324200000001,I-95 S,Fort Lee,Bergen,NJ,40.0,36.0,77.0,30.38,10.0,6.0,0.02
2,39.806339,-74.967239,White Horse Pike,Clementon,Camden,NJ,58.0,58.0,47.0,30.06,10.0,13.0,0.0
2,39.763809,-78.750023,Hyndman Rd,Hyndman,Bedford,PA,42.0,42.0,95.0,29.32,4.0,0.0,0.04
3,40.742989,-73.830185,Long Island Expy W,Flushing,Queens,NY,41.0,30.9,89.0,29.66,6.0,24.2,0.06
2,40.630584999999996,-75.470528,US-22 E,Whitehall,Lehigh,PA,56.0,56.0,84.0,29.46,7.0,0.0,0.0
2,39.903228999999996,-76.624222,Springwood Rd,Dallastown,York,PA,64.0,64.0,65.0,29.49,10.0,6.0,0.0
2,40.772381,-72.83921099999999,Pine Rd,Mastic Beach,Suffolk,NY,63.0,63.0,70.0,30.36,10.0,5.0,0.0
2,40.81369,-73.112,Ronkonkoma Ave,Ronkonkoma,Suffolk,NY,57.0,57.0,53.0,29.27,10.0,24.0,0.0
2,40.015609999999995,-75.30034599999999,Old Lancaster Rd,Haverford,Montgomery,PA,66.0,66.0,90.0,29.5,10.0,3.0,0.0
2,40.209694,-74.766212,Trenton Fwy N,Trenton,Mercer,NJ,74.0,74.0,82.0,29.84,10.0,6.0,0.0
2,40.642002000000005,-74.288857,Garden State Pkwy N,Cranford,Union,NJ,67.0,67.0,68.0,29.86,10.0,3.0,0.0
2,43.326248,-75.436623,Bankert Rd,Ava,Oneida,NY,40.0,40.0,100.0,29.81,10.0,0.0,0.0
2,40.659386,-74.286926,Garden State Pkwy N,Cranford,Union,NJ,40.0,40.0,70.0,29.89,10.0,0.0,0.0
2,40.0485,-75.415237,Grove Ave,Devon,Chester,PA,61.0,61.0,45.0,29.45,10.0,10.0,0.0
4,40.14498,-76.81401,I-83 S,Etters,York,PA,28.9,21.1,85.0,30.29,1.5,8.1,0.0
2,40.168834999999994,-75.206223,Fort Washington Expy N,Ambler,Montgomery,PA,53.0,53.0,79.0,29.73,10.0,0.0,0.0
3,43.017506,-78.186417,I-90 E,Batavia,Genesee,NY,78.0,78.0,64.0,29.25,10.0,8.0,0.0
3,39.977748999999996,-75.340775,I-476 S,Broomall,Delaware,PA,86.0,86.0,49.0,30.02,10.0,12.0,0.0
2,40.498459000000004,-80.208809,Coraopolis Heights Rd,Coraopolis,Allegheny,PA,77.0,77.0,58.0,28.84,10.0,20.0,0.0
3,39.783482,-75.101906,Egg Harbor Rd,Sewell,Gloucester,NJ,52.0,52.0,50.0,29.8,10.0,7.0,0.0
3,42.743877000000005,-78.84506999999999,I-90 W,Hamburg,Erie,NY,32.0,24.2,92.0,29.59,0.8,9.2,0.0
2,43.143215000000005,-77.575172,I-490 E,Rochester,Monroe,NY,40.0,40.0,93.0,29.65,10.0,0.0,0.0
2,40.845737,-73.931702,I-95 N,New York,New York,NY,89.0,89.0,65.0,29.69,10.0,3.0,0.0
2,40.80385,-74.44369,NJ-24 W,Morristown,Morris,NJ,88.0,88.0,70.0,29.76,10.0,7.0,0.0
2,43.223808,-77.87236,W Ridge Rd,Brockport,Monroe,NY,61.0,61.0,62.0,29.66,10.0,13.0,0.0
3,40.439606,-80.009712,Fort Pitt Brg,Pittsburgh,Allegheny,PA,72.0,72.0,48.0,28.59,10.0,12.0,0.0
3,43.041103,-76.14235699999999,I-81 N,Syracuse,Onondaga,NY,71.0,71.0,45.0,29.48,10.0,18.0,0.0
2,41.072159,-78.741798,Carson Hill Rd,Du Bois,Clearfield,PA,44.0,41.0,73.0,28.09,10.0,6.0,0.0
2,40.183529,-75.22177099999999,Norristown Rd,Ambler,Montgomery,PA,55.0,55.0,61.0,29.58,10.0,3.0,0.0
2,43.181721,-77.644539,Lark St,Rochester,Monroe,NY,65.0,65.0,68.0,29.58,10.0,10.0,0.0
3,40.819328000000006,-73.83593,Bronx Whitestone Brg N,Bronx,Bronx,NY,80.0,80.0,43.0,30.15,10.0,0.0,0.0
2,40.028133000000004,-76.553314,Lincoln Hwy W,Wrightsville,York,PA,50.0,50.0,89.0,29.65,0.25,0.0,0.0
2,43.114189,-77.478592,S Lincoln Rd,East Rochester,Monroe,NY,68.0,68.0,76.0,29.42,10.0,7.0,0.0
3,42.950588,-78.703407,I-90 W,Buffalo,Erie,NY,56.0,56.0,90.0,28.98,10.0,8.0,0.0
2,43.177052,-77.60598,Maria St,Rochester,Monroe,NY,16.0,7.4,74.0,30.32,5.0,5.8,0.0
2,40.724759999999996,-73.52531,Hempstead Tpke,Levittown,Nassau,NY,59.0,59.0,87.0,29.81,10.0,16.0,0.0
2,41.77998,-73.73650400000001,Route 82,Millbrook,Dutchess,NY,68.0,68.0,93.0,29.54,10.0,3.0,0.0
3,40.78154,-73.656349,Long Island Expy W,Roslyn,Nassau,NY,60.0,60.0,57.0,29.91,10.0,14.0,0.0
3,41.360622,-75.203323,I-84 E,Greentown,Pike,PA,33.1,26.1,89.0,30.06,10.0,8.1,0.0
3,41.577121999999996,-74.085785,I-87 N,Wallkill,Orange,NY,91.0,91.0,55.0,29.47,10.0,12.0,0.0
2,40.240936,-75.575119,Pottstown Expy E,Pottstown,Montgomery,PA,88.0,88.0,57.0,29.42,9.0,8.0,0.0
2,41.232109,-76.992416,E Central Ave,Williamsport,Lycoming,PA,40.0,35.0,20.0,29.81,10.0,7.0,0.0
3,40.804478,-73.918076,E 135th St,Bronx,Bronx,NY,80.0,80.0,28.0,30.13,10.0,13.0,0.0
2,41.776436,-73.768097,Taconic State Pkwy,Salt Point,Dutchess,NY,68.0,68.0,76.0,30.07,10.0,0.0,0.0
4,41.90574,-78.65185, W Warren Rd,Bradford,Mckean,PA,56.0,56.0,93.0,27.75,10.0,0.0,0.0
2,42.930138,-78.755562,Kensington Expy E,Buffalo,Erie,NY,3.9,-6.9,88.0,29.78,1.0,5.8,0.01
2,40.855999,-73.917793,Major Deegan Expy N,Bronx,Bronx,NY,91.0,91.0,45.0,29.99,10.0,7.0,0.0
2,41.011928999999995,-73.702141,Cross Westchester Expy E,Rye,Westchester,NY,39.0,39.0,96.0,29.53,10.0,0.0,0.0
2,42.874249,-78.787849,I-90 E,Buffalo,Erie,NY,58.0,58.0,90.0,29.0,8.0,5.0,0.0
2,40.980270000000004,-78.26863900000001,Allport Cutoff,Morrisdale,Clearfield,PA,44.0,44.0,96.0,28.56,2.0,0.0,0.0
2,40.23502,-75.415863,Skippack Pike,Schwenksville,Montgomery,PA,54.0,54.0,100.0,29.67,2.0,0.0,0.0
2,41.102501000000004,-76.719719,Continental Blvd,Danville,Montour,PA,60.0,60.0,83.0,29.42,10.0,0.0,0.0
3,40.610015999999995,-74.033699,I-278 E,Brooklyn,Kings,NY,57.0,57.0,51.0,29.36,10.0,9.0,0.0
2,40.757599,-74.983307,W Washington Ave,Washington,Warren,NJ,63.0,63.0,67.0,29.75,10.0,7.0,0.0
2,40.758492,-74.318771,S Orange Ave,Short Hills,Essex,NJ,59.0,59.0,100.0,30.06,3.0,0.0,0.0
2,40.927788,-73.840111,Bronx River Pkwy N,Mount Vernon,Westchester,NY,63.0,63.0,100.0,29.63,0.25,7.0,0.0
2,40.666328,-73.785881,S Conduit Ave,Jamaica,Queens,NY,46.0,42.0,68.0,30.1,10.0,8.0,0.0
2,43.14711,-77.711151,Buffalo Rd,Rochester,Monroe,NY,77.0,77.0,52.0,29.22,10.0,0.0,0.0
4,40.24876,-75.34591,I-476 N,Harleysville,Montgomery,PA,69.0,69.0,42.0,29.56,10.0,10.0,0.0
2,42.906982,-74.56178299999999,I-90 W,Canajoharie,Montgomery,NY,81.0,81.0,58.0,29.45,10.0,5.0,0.0
3,39.965759000000006,-75.18647,I-76 W,Philadelphia,Philadelphia,PA,55.0,55.0,62.0,29.92,10.0,10.0,0.0
2,40.195221000000004,-74.801598,US-13 N,Morrisville,Bucks,PA,74.0,74.0,66.0,29.87,10.0,8.0,0.0
2,39.933921999999995,-75.081917,NJ-38,Merchantville,Camden,NJ,74.0,74.0,76.0,29.86,10.0,10.0,0.01
3,40.85306,-73.96011,I-95 N,Fort Lee,Bergen,NJ,81.0,81.0,45.0,29.69,10.0,9.0,0.0
2,42.68277,-73.78511,Everett Rd,Albany,Albany,NY,53.0,53.0,80.0,29.78,7.0,10.0,0.0
2,42.869499,-73.837677,Route 146,Clifton Park,Saratoga,NY,79.0,79.0,74.0,29.48,7.0,9.0,0.0
3,40.753662,-73.744125,Long Island Expy E,Little Neck,Queens,NY,59.0,59.0,87.0,29.32,10.0,8.0,0.0
2,40.794253999999995,-73.931412,FDR Dr S,New York,New York,NY,64.0,64.0,96.0,29.59,3.0,7.0,0.68
3,41.38998,-73.59833499999999,I-684 N,Brewster,Putnam,NY,46.0,44.0,66.0,29.3,10.0,5.0,0.0
3,42.933151,-78.78319499999999,Kensington Expy W,Buffalo,Erie,NY,45.0,37.0,82.0,28.88,10.0,21.0,0.0
2,41.607632,-74.297798,Seybolt Ln,Pine Bush,Orange,NY,76.0,76.0,60.0,29.67,10.0,0.0,0.0
2,41.0488,-73.96016999999999,Palisades Interstate Pkwy S,Orangeburg,Rockland,NY,62.0,62.0,84.0,29.66,10.0,10.0,0.0
2,40.48138,-79.80468,Saltsburg Rd,Pittsburgh,Allegheny,PA,28.9,13.5,69.0,29.73,10.0,29.9,0.0
2,40.788815,-72.948219,NY-27 W,Bellport,Suffolk,NY,51.0,51.0,96.0,29.84,4.0,8.0,0.0
2,40.711760999999996,-73.828903,Kew Gardens Rd,Kew Gardens,Queens,NY,55.0,55.0,77.0,30.21,10.0,7.0,0.0
3,40.78154,-73.656349,Long Island Expy W,Roslyn,Nassau,NY,44.0,40.0,79.0,29.76,10.0,7.0,0.0
2,41.01099,-73.946831,Henmarken Dr,Northvale,Bergen,NJ,53.0,53.0,86.0,30.28,2.0,10.0,0.02
2,42.901199,-78.682648,Broadway St,Lancaster,Erie,NY,30.9,19.4,69.0,29.99,10.0,17.3,0.0
2,41.127646999999996,-77.438393,Paul Mack Rd,Lock Haven,Clinton,PA,37.9,33.5,89.0,29.53,4.0,5.8,0.03
3,41.054409,-73.80998199999999,Cross Westchester Expy E,Elmsford,Westchester,NY,40.0,36.0,45.0,29.76,10.0,6.0,0.0
4,40.17029,-74.096138,NJ-138 E,Belmar,Monmouth,NJ,68.0,68.0,50.0,30.05,10.0,12.0,0.0
2,40.309528,-75.36054200000001,Allentown Rd,Telford,Montgomery,PA,52.0,52.0,94.0,29.67,10.0,0.0,0.0
2,40.767174,-74.021164,Lincoln Tunl W,Weehawken,Hudson,NJ,54.0,54.0,40.0,29.97,10.0,8.0,0.0
3,43.158257,-77.684135,I-490 W,Rochester,Monroe,NY,67.0,67.0,79.0,29.44,10.0,8.0,0.0
2,40.682617,-73.8055,Van Wyck Expy N,Jamaica,Queens,NY,72.0,72.0,100.0,29.46,10.0,3.0,0.0
2,39.87177,-75.02412,I-295 N,Lawnside,Camden,NJ,34.0,27.2,89.0,30.21,6.0,8.1,0.06
2,40.935798999999996,-72.65840899999999,Northville Tpke,Riverhead,Suffolk,NY,48.0,44.0,89.0,29.62,10.0,8.0,0.02
2,40.753871999999994,-73.227287,Commack Rd,Islip,Suffolk,NY,84.0,84.0,44.0,29.94,10.0,5.0,0.0
2,40.682384000000006,-73.66362,Southern State Pkwy E,Malverne,Nassau,NY,64.0,64.0,35.0,30.17,10.0,14.0,0.0
2,41.04537,-73.76578,Cross Westchester Expy W,White Plains,Westchester,NY,72.0,72.0,93.0,29.39,5.0,5.0,0.12
3,40.844788,-73.92546800000001,Alexander Hamilton Bridge,Bronx,Bronx,NY,49.0,43.0,39.0,29.92,10.0,16.0,0.0
3,40.955859999999994,-77.772369,I-80 E,Howard,Centre,PA,36.0,27.0,93.0,28.26,4.0,14.0,0.0
3,40.610015999999995,-74.033699,I-278 E,Brooklyn,Kings,NY,71.0,71.0,57.0,29.85,10.0,5.0,0.0
2,40.782681,-73.943413,E 96th St,New York,New York,NY,30.0,30.0,51.0,30.35,10.0,0.0,0.0
2,41.267509000000004,-74.645149,Ramsey Rd,Sussex,Sussex,NJ,41.0,35.0,79.0,29.12,10.0,9.0,0.0
3,40.731728000000004,-73.872238,Long Island Expy W,Elmhurst,Queens,NY,69.0,69.0,75.0,30.21,10.0,10.0,0.0
2,40.673241,-74.11985,W 31st St,Bayonne,Hudson,NJ,75.0,75.0,90.0,29.74,10.0,5.0,0.0
2,43.164639,-77.659477,Mount Read Blvd,Rochester,Monroe,NY,65.0,65.0,56.0,29.67,10.0,16.0,0.0
2,43.206818,-77.675682,W Ridge Rd,Rochester,Monroe,NY,45.0,38.0,74.0,29.34,10.0,16.0,0.0
2,42.023869,-73.84861,Old Post Rd N,Red Hook,Dutchess,NY,74.0,74.0,55.0,29.57,10.0,5.0,0.0
2,43.158671999999996,-77.682838,NY-390 S,Rochester,Monroe,NY,16.0,6.0,71.0,30.04,10.0,7.0,0.0
2,41.016445000000004,-73.724747,Cross Westchester Expy E,West Harrison,Westchester,NY,69.0,69.0,70.0,29.16,10.0,17.0,0.0
3,40.847923,-73.942825,Riverside Dr,New York,New York,NY,86.0,86.0,48.0,29.94,10.0,5.0,0.0
2,40.750912,-73.943283,Ed Koch Queensboro Brg,Long Island City,Queens,NY,43.0,40.0,93.0,30.03,1.0,5.0,0.05
3,39.976463,-75.199173,Lansdowne Dr,Philadelphia,Philadelphia,PA,68.0,68.0,100.0,29.93,2.0,3.0,0.0
2,40.7685,-73.90657,Robert F Kennedy Brg W,Astoria,Queens,NY,61.0,61.0,78.0,30.1,10.0,14.0,0.0
3,40.987873,-78.170326,Kylertown Drifting Hwy,Morrisdale,Clearfield,PA,66.0,66.0,56.0,28.5,10.0,7.0,0.0
2,41.143986,-73.816528,Larch Rd,Briarcliff Manor,Westchester,NY,62.0,62.0,90.0,29.56,10.0,8.0,0.0
2,43.205669,-77.628952,Winchester St,Rochester,Monroe,NY,19.0,19.0,85.0,30.02,4.0,0.0,0.0
2,42.669609,-73.750244,I-90 E,Albany,Albany,NY,52.0,52.0,59.0,29.8,10.0,9.0,0.0
2,42.753242,-73.93235,I-90 E,Schenectady,Albany,NY,34.0,34.0,89.0,29.46,1.0,3.0,0.08
2,40.203281,-75.478569,E 7th Ave,Trappe,Montgomery,PA,50.0,50.0,100.0,29.78,1.0,5.0,0.0
2,40.82983,-73.87316899999999,Bronx River Pkwy N,Bronx,Bronx,NY,56.0,56.0,62.0,30.08,10.0,5.0,0.0
2,40.72488,-73.837502,Grand Central Pkwy E,Forest Hills,Queens,NY,57.0,57.0,27.0,30.33,10.0,13.0,0.0
2,41.268631,-73.6063,Old Post Rd,Cross River,Westchester,NY,73.0,73.0,66.0,29.48,10.0,6.0,0.0
3,40.727497,-73.929047,Brooklyn Queens Expy,Brooklyn,Kings,NY,73.0,73.0,24.0,30.07,10.0,5.0,0.0
2,40.765331,-73.95193499999999,FDR Dr S,New York,New York,NY,43.0,38.8,93.0,29.33,2.0,6.9,0.02
2,40.121528999999995,-75.065422,Huntingdon Pike,Huntingdon Valley,Montgomery,PA,56.0,56.0,90.0,30.15,2.0,3.0,0.0
2,40.244011,-75.613586,E High St,Pottstown,Montgomery,PA,62.0,62.0,86.0,29.62,9.0,9.0,0.0
2,40.193484999999995,-74.864677,New Lincoln Hwy N,Morrisville,Bucks,PA,65.0,65.0,78.0,29.67,10.0,3.0,0.0
3,39.875233,-75.277,I-95 N,Essington,Delaware,PA,31.0,25.0,42.0,30.4,10.0,6.0,0.0
2,40.71751,-73.401833,Farmingdale Rd,Lindenhurst,Suffolk,NY,36.0,29.0,89.0,29.6,7.0,9.0,0.01
4,40.009879999999995,-78.61283, Allegheny Rd,Manns Choice,Bedford,PA,36.0,30.0,89.0,28.24,5.0,8.0,0.0
3,40.847923,-73.942825,Riverside Dr,New York,New York,NY,43.0,38.0,58.0,30.05,10.0,8.0,0.0
3,40.477940000000004,-74.406509,New Jersey Tpke S,East Brunswick,Middlesex,NJ,70.0,70.0,94.0,29.95,4.0,0.0,0.0
2,40.943321000000005,-78.49128,Bloomington Glen Richey Hwy,Olanta,Clearfield,PA,48.0,46.0,83.0,28.13,10.0,5.0,0.0
3,40.349075,-74.476311,New Jersey Tpke S,Monroe Township,Middlesex,NJ,46.0,42.0,42.0,30.0,10.0,8.0,0.0
2,40.132431,-75.353767,Forrest Ave,Norristown,Montgomery,PA,72.0,72.0,55.0,29.81,10.0,10.0,0.0
2,40.760139,-74.971703,E Washington Ave,Washington,Warren,NJ,53.0,53.0,89.0,29.99,10.0,0.0,0.0
2,39.874657,-79.04450200000001,Flight 93 Memorial Hwy,Garrett,Somerset,PA,40.0,33.0,58.0,28.88,10.0,10.0,0.0
2,40.845737,-73.931702,I-95 N,New York,New York,NY,79.0,79.0,54.0,29.8,10.0,7.0,0.0
2,42.884547999999995,-78.79467,William St,Buffalo,Erie,NY,51.0,51.0,74.0,29.13,10.0,14.0,0.0
2,39.836864,-75.092178,Clements Bridge Rd,Woodbury,Gloucester,NJ,81.0,81.0,69.0,29.78,10.0,8.0,0.0
2,40.711159,-74.34916700000001,Ashwood Ave,Summit,Union,NJ,59.0,59.0,94.0,29.65,7.0,9.0,0.0
2,40.918440000000004,-74.12775, Broadway Ave,Elmwood Park,Bergen,NJ,60.0,60.0,83.0,30.07,4.0,6.0,0.0
2,40.788803,-73.116241,Lakeland Ave,Ronkonkoma,Suffolk,NY,71.0,71.0,81.0,30.07,10.0,18.0,0.0
2,41.006321,-76.86799599999999,Col John Kelly Rd,Lewisburg,Union,PA,77.0,77.0,71.0,29.54,10.0,7.0,0.0
3,39.98373,-76.734932,N George St,York,York,PA,54.0,54.0,77.0,29.63,10.0,12.0,0.0
2,40.978378,-72.604858,Manor Ln,Riverhead,Suffolk,NY,79.0,79.0,82.0,30.0,10.0,7.0,0.0
2,40.643173,-75.43190799999999,Airport Rd,Allentown,Lehigh,PA,75.0,75.0,57.0,29.55,10.0,8.0,0.0
2,40.488521999999996,-79.88311,Fox Chapel Rd,Pittsburgh,Allegheny,PA,77.0,77.0,76.0,28.77,10.0,5.0,0.0
3,41.045124,-73.77005799999999,Westview Ave,White Plains,Westchester,NY,48.0,40.0,56.0,29.25,10.0,28.0,0.0
3,43.429649,-73.719902,Lake Shore Drive Connector,Lake George,Warren,NY,43.0,43.0,97.0,29.99,0.75,0.0,0.0
2,43.097159999999995,-76.16001999999999,I-81 S,Syracuse,Onondaga,NY,51.0,51.0,50.0,29.59,10.0,8.0,0.0
2,40.204281,-74.122322,State Route 34,Wall Township,Monmouth,NJ,81.0,81.0,65.0,29.75,10.0,8.0,0.0
3,40.851734,-73.952675,George Washington Brg,Fort Lee,Bergen,NJ,73.0,73.0,57.0,29.79,10.0,6.0,0.0
3,42.421192,-73.548874,I-90 W,Old Chatham,Columbia,NY,64.0,64.0,90.0,28.58,2.0,0.0,0.05
3,40.182648,-80.26035300000001,I-70 E,Washington,Washington,PA,67.0,67.0,90.0,28.75,5.0,5.0,0.0
3,43.078765999999995,-77.485161,I-490 W,Pittsford,Monroe,NY,77.0,77.0,52.0,29.22,10.0,0.0,0.0
3,40.065135999999995,-75.320915,I-76 W,Conshohocken,Montgomery,PA,64.0,64.0,72.0,29.82,10.0,3.0,0.0
2,41.282596999999996,-73.820015,Taconic State Pkwy N,Yorktown Heights,Westchester,NY,59.0,59.0,81.0,29.48,10.0,7.0,0.0
2,41.305637,-74.030045,US-6 E,Highland Falls,Orange,NY,48.0,43.0,46.0,29.43,20.0,14.0,0.0
2,40.723045,-73.776604,Grand Central Pkwy W,Hollis,Queens,NY,70.0,70.0,90.0,29.97,10.0,6.0,0.0
4,40.340182,-79.75437099999999, State Route 30,Irwin,Westmoreland,PA,71.0,71.0,100.0,28.65,3.0,5.0,0.02
2,40.051632,-75.52555799999999,US-202 S,Malvern,Chester,PA,34.0,34.0,87.0,29.5,10.0,0.0,0.0
2,40.306293,-75.89990999999999,Benjamin Franklin Hwy E,Birdsboro,Berks,PA,66.0,66.0,100.0,29.51,10.0,10.0,0.01
2,43.193851,-77.62899,Ridgeway Ave,Rochester,Monroe,NY,53.0,53.0,34.0,29.42,10.0,14.0,0.0
4,40.653690999999995,-73.628353,Merrick Rd,Oceanside,Nassau,NY,67.0,67.0,81.0,29.77,10.0,29.0,0.0
2,40.659386,-74.286926,Garden State Pkwy N,Cranford,Union,NJ,39.0,39.0,93.0,29.57,4.0,3.0,0.05
2,40.79995,-73.33681,Long Island Expy W,Huntington Station,Suffolk,NY,69.0,69.0,87.0,30.08,10.0,9.0,0.0
2,40.753761,-73.562599,Old Country Rd,Westbury,Nassau,NY,63.0,63.0,56.0,30.05,10.0,14.0,0.0
2,43.252978999999996,-77.687927,Latta Rd,Rochester,Monroe,NY,79.0,79.0,38.0,29.47,10.0,9.0,0.0
3,40.177502000000004,-76.835358,I-83 N,Lewisberry,York,PA,72.0,72.0,55.0,29.45,10.0,9.0,0.0
3,40.197753999999996,-76.975212,US-15 S,Mechanicsburg,Cumberland,PA,69.0,69.0,84.0,29.11,1.0,6.0,1.13
2,41.1861,-76.887383,State Route 54,Muncy,Lycoming,PA,39.0,35.0,79.0,29.57,10.0,6.0,0.01
2,43.192894,-77.62104000000001,Keeler Expy W,Rochester,Monroe,NY,54.0,54.0,51.0,29.3,10.0,14.0,0.0
3,41.309963,-74.125656,I-87 S,Central Valley,Orange,NY,84.0,84.0,45.0,29.48,10.0,14.0,0.0
2,40.873740000000005,-73.98283,I-95 N,Leonia,Bergen,NJ,36.0,26.3,89.0,30.19,3.0,16.1,0.03
2,40.976887,-73.757698,Hutchinson River Pkwy N,Scarsdale,Westchester,NY,54.0,54.0,57.0,29.79,10.0,8.0,0.0
2,42.92305,-74.196404,I-90 W,Amsterdam,Montgomery,NY,75.0,75.0,34.0,29.73,15.0,3.0,0.0
4,42.710155,-73.925516, Western Ave,Altamont,Albany,NY,79.0,79.0,83.0,29.5,10.0,0.0,0.0
2,40.689957,-73.563873,Southern State Pkwy W,Merrick,Nassau,NY,51.0,51.0,96.0,29.76,7.0,10.0,0.0
2,41.097621999999994,-74.03694200000001,Murray Hill Dr,Nanuet,Rockland,NY,83.0,83.0,49.0,29.66,10.0,9.0,0.0
2,40.770428,-73.566078,Circle Dr,Westbury,Nassau,NY,53.0,53.0,64.0,29.89,10.0,12.0,0.0
3,42.901249,-74.118111,I-90 W,Pattersonville,Montgomery,NY,75.0,75.0,53.0,29.41,15.0,0.0,0.0
2,40.39801,-80.13855699999999,Noblestown Rd,Carnegie,Allegheny,PA,42.0,36.0,92.0,28.38,7.0,12.0,0.05
2,40.767998,-73.903997,Grand Central Pkwy W,Astoria,Queens,NY,70.0,70.0,35.0,29.81,10.0,13.0,0.0
2,43.174221,-77.568336,Rocket St,Rochester,Monroe,NY,12.9,0.7,74.0,30.41,9.0,9.2,0.0
2,40.022449,-76.192902,Eastbrook Rd,Ronks,Lancaster,PA,42.0,37.0,55.0,29.74,10.0,9.0,0.0
4,40.77035,-73.56468000000001,Wantagh Pkwy N,Westbury,Nassau,NY,72.0,72.0,73.0,29.97,10.0,10.0,0.0
2,40.78392,-73.65253,Long Island Expy E,Roslyn Heights,Nassau,NY,83.0,83.0,49.0,29.72,10.0,7.0,0.0
3,40.576656,-75.783417,I-78 E,Lenhartsville,Berks,PA,64.0,64.0,100.0,29.63,3.0,6.0,0.06
2,41.849281,-77.259987,Route 287,Middlebury Center,Tioga,PA,29.0,29.0,82.0,28.85,3.0,0.0,0.0
2,40.380581,-73.974609,Ocean Ave,Sea Bright,Monmouth,NJ,74.0,74.0,64.0,29.87,10.0,5.0,0.0
3,42.627487,-73.70013399999999,I-90 W,East Greenbush,Rensselaer,NY,31.0,22.0,57.0,29.23,10.0,12.0,0.0
3,40.840469,-73.825439,Bruckner Expy N,Bronx,Bronx,NY,84.0,84.0,61.0,29.78,10.0,6.0,0.0
2,39.975861,-76.349693,Stehman Rd,Lancaster,Lancaster,PA,47.0,44.0,83.0,29.5,10.0,7.0,0.0
3,40.86092,-73.82821700000001,Hutchinson River Pkwy N,Bronx,Bronx,NY,34.0,25.0,46.0,30.46,10.0,12.0,0.0
2,40.735015999999995,-73.289742,Southern State Pkwy W,Bay Shore,Suffolk,NY,69.0,69.0,51.0,29.8,10.0,12.0,0.0
4,40.906154,-77.269601, Old Turnpike Rd,Laurelton,Union,PA,68.0,68.0,93.0,29.4,10.0,0.0,0.0
2,40.012268,-78.466904,I-70 W,Bedford,Bedford,PA,62.0,62.0,35.0,28.45,10.0,16.0,0.0
2,40.812191,-73.078384,Union Ave,Holbrook,Suffolk,NY,42.0,42.0,96.0,30.19,10.0,0.0,0.0
