Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,36.187618,-86.839638,County Hospital Rd,Nashville,Davidson,TN,82.0,82.0,71.0,29.21,10.0,0.0,0.0
4,38.188553000000006,-85.78389,Henry Watterson Expy E,Louisville,Jefferson,KY,53.0,53.0,40.0,29.6,9.0,22.0,0.0
2,36.136234,-86.629766, Reelfoot Dr,Nashville,Davidson,TN,45.0,43.0,76.0,29.73,10.0,5.0,0.0
2,36.038106,-86.783913,Old Hickory Blvd,Brentwood,Davidson,TN,51.0,51.0,43.0,29.56,10.0,3.0,0.0
2,35.020401,-89.848671,Crumpler Rd,Memphis,Shelby,TN,36.0,36.0,93.0,29.87,10.0,0.0,0.0
2,34.463982,-86.712822,Highway 36 E,Somerville,Morgan,AL,46.0,42.0,63.0,29.77,10.0,7.0,0.0
2,33.239921,-87.592952,Highway 43 N,Northport,Tuscaloosa,AL,73.0,73.0,100.0,29.8,6.0,3.0,0.02
2,36.17215,-86.870171,Briley Pkwy,Nashville,Davidson,TN,34.0,30.0,85.0,29.47,1.0,5.0,0.0
3,36.085896000000005,-86.699974,Harding Pl,Nashville,Davidson,TN,80.0,80.0,71.0,29.38,10.0,5.0,0.07
3,36.172173,-86.802048,I-40 E,Nashville,Davidson,TN,85.0,85.0,59.0,29.18,10.0,15.0,0.0
2,36.146069,-86.870773,Charlotte Pike,Nashville,Davidson,TN,39.0,34.0,46.0,29.57,10.0,7.0,0.0
2,33.601244,-86.650725,I-59 N,Birmingham,Jefferson,AL,65.0,65.0,56.0,29.46,10.0,3.0,0.0
2,32.317566,-86.231583,Troy Hwy,Montgomery,Montgomery,AL,90.0,90.0,66.0,29.71,10.0,7.0,0.0
2,35.179159999999996,-89.90987,I-40 W,Memphis,Shelby,TN,39.0,39.0,65.0,29.86,10.0,0.0,0.0
3,35.078407,-89.90657,I-240 E,Memphis,Shelby,TN,85.0,85.0,72.0,29.58,10.0,10.0,0.0
2,36.20636,-86.775902,W Trinity Ln,Nashville,Davidson,TN,80.0,80.0,56.0,29.37,10.0,0.0,0.0
2,38.249340000000004,-85.61329, Oxmoor Ln,Louisville,Jefferson,KY,54.0,54.0,29.0,29.48,10.0,17.0,0.0
2,36.157348,-86.823051,I-40 E,Nashville,Davidson,TN,66.0,66.0,81.0,29.43,10.0,5.0,0.0
2,36.044781,-86.661507,Bell Rd,Antioch,Davidson,TN,56.0,56.0,87.0,29.48,3.0,6.0,0.01
2,32.367373,-86.31836899999999,I-85 N,Montgomery,Montgomery,AL,54.0,54.0,83.0,30.17,10.0,3.0,0.0
2,38.123734000000006,-85.61734799999999,Gene Snyder Fwy E,Louisville,Jefferson,KY,41.0,41.0,82.0,29.6,10.0,3.0,0.01
2,36.241289,-86.764172,Briley Pkwy E,Nashville,Davidson,TN,69.0,69.0,87.0,29.17,10.0,14.0,0.01
2,34.31153,-86.90352,I-65 S,Falkville,Morgan,AL,66.0,66.0,90.0,29.25,2.0,10.0,0.44
2,36.046561,-86.661261,I-24 E,Antioch,Davidson,TN,51.0,51.0,83.0,29.77,10.0,5.0,0.0
2,32.255355,-90.210918,I-55 N,Jackson,Hinds,MS,64.0,64.0,75.0,29.57,10.0,0.0,0.0
2,36.062759,-86.608192,Mount View Rd,Antioch,Davidson,TN,84.0,84.0,63.0,29.31,10.0,3.0,0.0
3,33.695751,-86.527176,I-59 S,Trussville,Jefferson,AL,76.0,76.0,87.0,29.28,10.0,7.0,0.0
3,38.309418,-85.571365,Gene Snyder Fwy N,Louisville,Jefferson,KY,80.0,80.0,67.0,29.27,10.0,12.0,0.0
2,36.134267,-86.780234, Wedgewood Ave,Nashville,Davidson,TN,37.0,37.0,57.0,29.71,10.0,0.0,0.0
3,33.54636,-86.5859,I-20 W,Leeds,Jefferson,AL,79.0,79.0,72.0,29.33,10.0,6.0,0.0
3,35.152573,-90.053101,Bass Pro Dr,Memphis,Shelby,TN,88.0,88.0,61.0,29.54,10.0,12.0,0.0
2,32.539108,-86.456467,Highway 31 N,Prattville,Autauga,AL,66.0,66.0,64.0,29.97,10.0,9.0,0.0
2,33.821442,-87.15834,Highway 78,Jasper,Walker,AL,45.0,39.0,93.0,29.47,10.0,10.0,0.0
2,38.247184999999995,-85.700722,I-64 E,Louisville,Jefferson,KY,67.0,67.0,36.0,29.36,10.0,14.0,0.0
2,38.932091,-84.560013,Independence Rd,Independence,Kenton,KY,25.0,16.0,60.0,29.14,10.0,9.0,0.0
2,36.26923,-86.75572199999999,Old Hickory Blvd,Nashville,Davidson,TN,85.0,85.0,41.0,29.43,10.0,9.0,0.0
2,32.312539,-86.346391,AL-8,Montgomery,Montgomery,AL,72.0,72.0,29.0,30.14,10.0,5.0,0.0
2,33.175138000000004,-87.40135699999999,I-20 E,Cottondale,Tuscaloosa,AL,70.0,70.0,32.0,30.01,10.0,6.0,0.0
3,33.639484,-86.61811800000001,I-59 N,Birmingham,Jefferson,AL,35.0,35.0,70.0,29.6,10.0,3.0,0.0
2,32.33025,-86.23226899999999,Calmar Dr,Montgomery,Montgomery,AL,73.0,73.0,40.0,29.92,10.0,7.0,0.0
2,36.085152,-86.727538, Paragon Mills Rd,Nashville,Davidson,TN,43.0,43.0,80.0,29.31,10.0,0.0,0.0
2,36.228328000000005,-86.772347,I-65 N,Nashville,Davidson,TN,24.0,24.0,81.0,29.75,7.0,0.0,0.0
2,30.636589,-87.675117,I-10 E,Robertsdale,Baldwin,AL,87.0,87.0,67.0,29.97,10.0,10.0,0.0
2,34.206432,-86.8592,AL Highway 157,Cullman,Cullman,AL,63.0,63.0,26.0,29.73,10.0,8.0,0.0
2,38.247909,-85.808702, Louis Coleman Jr Dr,Louisville,Jefferson,KY,63.0,63.0,50.0,29.71,10.0,8.0,0.0
1,33.581579999999995,-86.80923,I-65 N,Birmingham,Jefferson,AL,54.0,54.0,83.0,29.05,10.0,6.0,0.0
2,33.888073,-86.848701,Bee Line Hwy,Warrior,Blount,AL,31.0,23.0,72.0,29.47,10.0,9.0,0.0
2,35.034859999999995,-85.27188000000001, McCallie Ave,Chattanooga,Hamilton,TN,86.0,86.0,57.0,29.19,10.0,16.0,0.0
2,34.752232,-86.749809,Wall Triana Hwy,Madison,Madison,AL,88.0,88.0,60.0,29.2,10.0,5.0,0.0
3,36.311797999999996,-82.386871,W State of Franklin Rd,Johnson City,Washington,TN,42.0,42.0,85.0,28.46,10.0,3.0,0.0
2,34.772964,-86.527672,Highway 72 E,Huntsville,Madison,AL,40.0,32.0,64.0,29.41,10.0,15.0,0.0
3,30.698683000000003,-88.12406899999999,I-65 N,Mobile,Mobile,AL,93.0,93.0,37.0,30.05,10.0,13.0,0.0
3,32.36578,-86.288857,I-85 S,Montgomery,Montgomery,AL,60.0,60.0,94.0,29.67,10.0,0.0,0.0
2,36.059952,-86.672081,Antioch Pike,Antioch,Davidson,TN,63.0,63.0,58.0,29.6,10.0,5.0,0.0
2,36.240181,-86.748512,Briley Pkwy E,Nashville,Davidson,TN,64.0,64.0,48.0,29.43,10.0,0.0,0.0
2,38.040531,-84.63501,Old Versailles Rd,Lexington,Fayette,KY,36.0,31.0,89.0,29.25,10.0,6.0,0.0
2,36.049323,-86.599997, Pin Hook Rd,Antioch,Davidson,TN,32.0,25.0,73.0,29.66,10.0,8.0,0.0
2,35.0111,-85.27172, Westside Dr,Chattanooga,Hamilton,TN,58.0,58.0,97.0,29.36,1.0,0.0,0.01
2,34.764396999999995,-86.58844,Memorial Pkwy S,Huntsville,Madison,AL,28.0,28.0,96.0,29.19,10.0,0.0,0.0
2,33.35496,-86.80341,Riverchase Pkwy W,Birmingham,Shelby,AL,74.0,74.0,87.0,29.4,2.0,14.0,0.04
2,35.876713,-87.737212,I-40 W,Hurricane Mills,Humphreys,TN,41.0,41.0,100.0,29.35,5.0,0.0,0.0
2,36.22123,-86.761818,Pine Ridge Dr,Nashville,Davidson,TN,39.0,39.0,86.0,29.49,10.0,0.0,0.0
3,32.802822,-86.580803,I-65 S,Clanton,Chilton,AL,68.0,68.0,96.0,29.36,8.0,3.0,0.01
2,31.19495,-85.37554200000001,Ross Clark Cir,Dothan,Houston,AL,80.0,80.0,67.0,29.68,10.0,3.0,0.0
2,35.13845,-85.24779000000001, Highway 153,Hixson,Hamilton,TN,73.0,73.0,57.0,29.27,10.0,5.0,0.0
2,36.22063,-86.77401,I-24 W,Nashville,Davidson,TN,85.0,85.0,63.0,29.18,10.0,13.0,0.0
2,32.335449,-86.228989,Eastern Blvd,Montgomery,Montgomery,AL,82.0,82.0,62.0,29.95,8.0,8.0,0.0
2,36.161564,-86.783908,Church St,Nashville,Davidson,TN,52.0,52.0,83.0,29.52,10.0,5.0,0.0
2,32.36274,-86.214279,I-85 N,Montgomery,Montgomery,AL,77.0,77.0,87.0,29.84,10.0,5.0,0.0
2,36.170458,-86.76846, Woodland St,Nashville,Davidson,TN,47.0,47.0,66.0,29.39,10.0,3.0,0.0
2,32.323783,-90.159269,I-55 S,Jackson,Hinds,MS,53.0,53.0,86.0,29.73,3.0,5.0,0.0
2,34.76701,-86.554298,Epworth Dr NE,Huntsville,Madison,AL,35.0,35.0,84.0,29.32,10.0,0.0,0.0
2,36.260281,-86.705467,Elm St,Madison,Davidson,TN,62.0,62.0,75.0,29.28,10.0,8.0,0.0
2,38.16652,-85.52069,Gene Snyder Fwy W,Louisville,Jefferson,KY,37.0,30.0,48.0,29.79,10.0,10.0,0.0
2,36.26292,-86.711823,W Old Hickory Blvd,Madison,Davidson,TN,82.0,82.0,47.0,29.33,10.0,12.0,0.0
2,33.662754,-87.18399000000001,Cordova Gorgas Rd,Cordova,Walker,AL,48.0,45.0,57.0,29.78,10.0,8.0,0.0
2,35.0769,-89.86608000000001,Bill Morris Pkwy,Memphis,Shelby,TN,66.0,66.0,94.0,29.53,2.0,16.0,0.0
1,36.1537,-86.7215, Spence Ln,Nashville,Davidson,TN,77.0,77.0,28.0,29.32,10.0,21.0,0.0
2,38.048359000000005,-84.53656,Versailles Rd,Lexington,Fayette,KY,59.0,59.0,58.0,28.9,10.0,21.0,0.0
2,36.171088,-86.601602,Old Hickory Blvd,Hermitage,Davidson,TN,64.0,64.0,54.0,29.35,10.0,14.0,0.0
3,36.346653,-86.716454,I-65 S,Goodlettsville,Sumner,TN,63.0,63.0,63.0,29.02,10.0,10.0,0.0
2,35.01794,-85.279696, 4th Ave,Chattanooga,Hamilton,TN,46.0,42.0,79.0,29.0,10.0,7.0,0.0
2,34.988440000000004,-85.47029599999999,I-24 W,Guild,Marion,TN,69.0,69.0,93.0,29.09,1.0,14.0,0.31
2,34.826294,-87.730202,Gen John Coffee Hwy,Florence,Lauderdale,AL,77.0,77.0,82.0,29.2,10.0,9.0,0.02
3,38.258007,-85.765343,W Main St,Louisville,Jefferson,KY,79.0,79.0,56.0,29.41,10.0,9.0,0.0
2,36.040588,-86.771111,Old Hickory Blvd,Brentwood,Davidson,TN,61.0,61.0,64.0,29.63,10.0,17.0,0.0
2,36.15963,-86.796227,16th Ave N,Nashville,Davidson,TN,85.0,85.0,48.0,29.27,10.0,7.0,0.0
2,31.770901000000002,-85.815849,AL Highway 93,Troy,Pike,AL,49.0,44.0,97.0,29.7,4.0,12.0,0.18
2,36.0425,-86.712936,Swiss Ave,Nashville,Davidson,TN,84.0,84.0,53.0,29.28,10.0,5.0,0.0
3,38.114368,-85.706467,Gene Snyder Fwy E,Louisville,Jefferson,KY,77.0,77.0,60.0,29.04,10.0,14.0,0.0
2,35.123078,-85.23949300000001, Highway 153,Hixson,Hamilton,TN,62.0,62.0,80.0,29.24,10.0,3.0,0.0
3,38.208221,-85.675873,Henry Watterson Expy E,Louisville,Jefferson,KY,32.0,32.0,44.0,29.93,10.0,3.0,0.0
2,35.190075,-90.01368000000001,I-40 E,Memphis,Shelby,TN,36.0,30.0,75.0,30.21,10.0,7.0,0.0
2,30.595667,-88.154176,I-10 E,Mobile,Mobile,AL,57.0,57.0,93.0,29.85,10.0,0.0,0.0
2,32.360671999999994,-86.32158000000001,AL-6 W,Montgomery,Montgomery,AL,28.0,28.0,99.0,30.13,10.0,0.0,0.0
2,38.26037,-85.724655,I-64 W,Louisville,Jefferson,KY,42.0,38.0,67.0,29.36,10.0,6.0,0.0
2,36.01395,-86.719398,Holt Rd,Nashville,Davidson,TN,53.0,53.0,31.0,29.46,10.0,5.0,0.0
2,35.049510999999995,-89.843811,Winchester Rd,Memphis,Shelby,TN,36.0,31.0,75.0,29.93,10.0,6.0,0.0
2,34.173848,-86.55926099999999, Black Rd,Blountsville,Blount,AL,57.0,57.0,51.0,29.24,10.0,26.0,0.0
2,33.998009,-86.96623199999999,County Road 222,Cullman,Cullman,AL,76.0,76.0,38.0,29.34,10.0,12.0,0.0
3,38.157246,-85.718323,Dr Martin Luther King Jr Expy S,Louisville,Jefferson,KY,75.0,75.0,73.0,29.49,1.0,13.0,1.23
3,33.279571999999995,-87.784081,Highway 82,Elrod,Tuscaloosa,AL,87.0,87.0,46.0,29.84,10.0,6.0,0.0
2,35.080507,-85.19064200000001, Eastwood Dr,Chattanooga,Hamilton,TN,56.0,56.0,84.0,29.58,10.0,0.0,0.0
2,34.670066999999996,-86.573555,Memorial Pkwy SW,Huntsville,Madison,AL,64.0,64.0,97.0,29.09,7.0,8.0,0.01
3,32.605026,-85.428185,Bent Creek Rd,Auburn,Lee,AL,86.0,86.0,61.0,29.2,10.0,8.0,0.0
3,32.3978,-85.975861,I-85 S,Shorter,Macon,AL,63.0,63.0,69.0,30.02,10.0,7.0,0.0
2,33.434883,-86.824554,I-65 N,Birmingham,Jefferson,AL,60.0,60.0,72.0,29.34,10.0,8.0,0.0
3,34.113602,-86.866066,I-65 N,Cullman,Cullman,AL,79.0,79.0,47.0,29.26,10.0,10.0,0.0
2,35.03236,-85.182358,TN-153 N,Chattanooga,Hamilton,TN,50.0,50.0,33.0,29.61,10.0,9.0,0.0
3,35.909209999999995,-84.585495,I-40 E,Harriman,Roane,TN,87.0,87.0,55.0,29.05,10.0,7.0,0.0
2,35.120815,-85.23781600000001,Highway 153,Hixson,Hamilton,TN,86.0,86.0,61.0,29.38,10.0,6.0,0.0
2,36.071822999999995,-87.005051,McCrory Ln,Nashville,Davidson,TN,46.0,41.0,46.0,29.48,10.0,12.0,0.0
3,34.70537,-86.58846, Drake Ave SW,Huntsville,Madison,AL,77.0,77.0,89.0,29.06,8.0,6.0,0.0
2,36.127468,-86.629547,Elm Hill Marina,Nashville,Davidson,TN,73.0,73.0,44.0,29.53,10.0,3.0,0.0
2,35.146029999999996,-89.907951,N Perkins Rd,Memphis,Shelby,TN,59.0,59.0,60.0,29.66,10.0,3.0,0.0
2,32.431412,-87.019997,Franklin St,Selma,Dallas,AL,59.0,59.0,64.0,30.03,10.0,5.0,0.0
2,34.130790999999995,-86.867508,I-65 S,Cullman,Cullman,AL,47.0,45.0,90.0,29.66,10.0,5.0,0.0
3,38.063477,-85.699402,I-65 S,Brooks,Bullitt,KY,78.0,78.0,81.0,29.47,10.0,5.0,0.0
3,35.003902000000004,-85.213219,I-75 S,Chattanooga,Hamilton,TN,58.0,58.0,42.0,29.25,10.0,14.0,0.0
4,35.180820000000004,-85.2474,Highway 153,Hixson,Hamilton,TN,33.0,33.0,96.0,29.52,1.0,3.0,0.04
2,33.969898,-86.45188900000001,2nd Ave E,Oneonta,Blount,AL,67.0,67.0,37.0,29.64,10.0,5.0,0.0
2,36.131786,-86.727501,I-24 E,Nashville,Davidson,TN,81.0,81.0,60.0,29.44,10.0,24.0,0.0
2,38.178429,-85.72075699999999,Skyway Dr,Louisville,Jefferson,KY,73.0,73.0,90.0,29.29,10.0,3.0,0.28
2,35.055328,-85.200172,Jersey Pike,Chattanooga,Hamilton,TN,64.0,64.0,90.0,29.44,10.0,0.0,0.0
3,30.692079999999997,-88.02729000000001,Battleship Pkwy,Mobile,Mobile,AL,78.0,78.0,93.0,29.79,6.0,5.0,0.0
2,32.350734,-90.15343299999999,I-55 S,Jackson,Hinds,MS,82.0,82.0,60.0,29.74,10.0,7.0,0.0
2,35.03182,-85.27171, S Kelley St,Chattanooga,Hamilton,TN,76.0,76.0,48.0,29.44,10.0,5.0,0.0
2,31.773169,-88.423784, Highway 84,Silas,Choctaw,AL,76.0,76.0,74.0,29.72,10.0,6.0,0.0
1,36.11098,-86.74574,Thompson Ln,Nashville,Davidson,TN,60.0,60.0,57.0,29.22,10.0,9.0,0.0
2,36.152905,-86.683289,Elm Hill Pike,Nashville,Davidson,TN,78.0,78.0,87.0,29.25,10.0,3.0,0.0
2,38.116,-85.82146999999999, 3rd Street Rd,Louisville,Jefferson,KY,78.0,78.0,56.0,29.26,10.0,8.0,0.0
2,36.142311,-86.78540799999999,11th Ave S,Nashville,Davidson,TN,76.0,76.0,69.0,29.48,10.0,6.0,0.0
2,33.527451,-86.545624,Dunnavant Rd,Leeds,Jefferson,AL,80.0,80.0,76.0,29.3,10.0,0.0,0.0
2,35.033836,-85.15355699999999, Gunbarrel Rd,Chattanooga,Hamilton,TN,39.0,39.0,93.0,29.64,10.0,0.0,0.0
2,33.168349,-87.525453,McFarland Blvd E,Tuscaloosa,Tuscaloosa,AL,47.0,42.0,93.0,29.71,4.0,12.0,0.0
2,36.088103000000004,-86.701751,I-24 E,Nashville,Davidson,TN,20.0,9.0,52.0,29.34,10.0,9.0,0.0
2,33.86365,-87.408589,AL-4 E,Jasper,Walker,AL,66.0,66.0,100.0,29.28,3.0,10.0,0.0
3,35.016594,-85.280693,I-24 W,Chattanooga,Hamilton,TN,62.0,62.0,84.0,29.5,10.0,8.0,0.0
2,36.040915999999996,-86.77936600000001,Franklin Pike Cir,Brentwood,Davidson,TN,86.0,86.0,61.0,29.51,10.0,6.0,0.0
2,34.991609999999994,-85.29021, Rossville Blvd,Chattanooga,Hamilton,TN,57.0,57.0,93.0,29.16,9.0,5.0,0.01
2,37.9857,-84.4595, Man O War Blvd,Lexington,Fayette,KY,72.0,72.0,93.0,28.82,10.0,7.0,0.14
2,36.131786,-86.727501,I-24 E,Nashville,Davidson,TN,66.0,66.0,75.0,29.43,10.0,5.0,0.0
2,33.544896,-86.592167,I-20 W,Leeds,Jefferson,AL,63.0,63.0,93.0,29.28,2.0,9.0,0.0
3,38.258041,-85.74128,Dr Martin Luther King Jr Expy S,Louisville,Jefferson,KY,75.0,75.0,82.0,29.37,10.0,6.0,0.01
2,39.026756,-84.553997,I-275 W,Ft Mitchell,Kenton,KY,33.0,23.0,89.0,28.84,1.0,14.0,0.03
2,32.888531,-86.624321,I-65 S,Clanton,Chilton,AL,65.0,65.0,93.0,29.04,4.0,12.0,0.1
2,34.344891,-89.54424300000001,County Road 300,Oxford,Lafayette,MS,75.0,75.0,69.0,29.54,9.0,7.0,0.0
3,31.850842999999998,-86.640625,I-65 N,Greenville,Butler,AL,81.0,81.0,69.0,29.54,10.0,3.0,0.0
2,33.209438,-87.569733,Lurleen B Wallace Blvd N,Tuscaloosa,Tuscaloosa,AL,75.0,75.0,96.0,29.8,10.0,5.0,0.0
2,36.123894,-86.746255,I-440 E,Nashville,Davidson,TN,61.0,61.0,24.0,29.64,10.0,17.0,0.0
2,36.183471999999995,-86.795029,Buchanan St,Nashville,Davidson,TN,83.0,83.0,69.0,29.29,10.0,3.0,0.0
3,32.326283000000004,-90.16109499999999,I-55 S,Jackson,Hinds,MS,49.0,49.0,90.0,29.76,10.0,3.0,0.06
3,35.884128999999994,-86.476341,I-24 E,Murfreesboro,Rutherford,TN,75.0,75.0,79.0,29.37,10.0,16.0,0.0
2,32.398995,-86.312139,Northern Blvd,Montgomery,Montgomery,AL,75.0,75.0,91.0,29.76,10.0,5.0,0.0
2,36.155805,-86.780126, Clark Pl,Nashville,Davidson,TN,62.0,62.0,86.0,29.5,10.0,3.0,0.0
4,31.653896000000003,-86.771982,I-65 N,Georgiana,Butler,AL,42.0,42.0,79.0,29.61,10.0,0.0,0.0
2,34.786297,-86.958206,US Highway 72 E,Athens,Limestone,AL,67.0,67.0,90.0,29.02,10.0,12.0,0.0
2,36.121748,-86.727372,I-24 E,Nashville,Davidson,TN,64.0,64.0,90.0,29.1,10.0,0.0,0.0
2,33.809290000000004,-87.29021999999999,US-78 W,Jasper,Walker,AL,59.0,59.0,51.0,29.83,10.0,0.0,0.0
2,36.032639,-86.611908,Old Hickory Blvd,Antioch,Davidson,TN,66.0,66.0,81.0,29.29,10.0,10.0,0.0
2,36.30637,-82.323982,Swadley Rd,Johnson City,Washington,TN,62.0,62.0,86.0,28.22,9.0,7.0,0.05
2,34.797691,-87.13362099999999,New Cut Rd,Athens,Limestone,AL,83.0,83.0,82.0,29.33,10.0,16.0,0.0
2,36.13147,-86.898384,I-40 W,Nashville,Davidson,TN,73.0,73.0,44.0,29.41,10.0,3.0,0.0
3,33.521118,-86.82686600000001,I-65 N,Birmingham,Jefferson,AL,62.0,62.0,67.0,29.6,10.0,3.0,0.0
2,36.043919,-86.650482,Hickory Hollow Pkwy,Antioch,Davidson,TN,64.0,64.0,87.0,29.55,10.0,3.0,0.0
2,36.309181,-86.703726,I-65 S,Goodlettsville,Davidson,TN,58.0,58.0,62.0,29.51,10.0,0.0,0.0
2,35.899361,-84.172064,I-40 E,Knoxville,Knox,TN,68.0,68.0,78.0,29.06,10.0,5.0,0.0
3,35.119907,-90.025665,I-240 N,Memphis,Shelby,TN,25.0,14.0,69.0,30.27,10.0,13.0,0.0
2,34.916286,-85.786057,US Highway 72,Stevenson,Jackson,AL,90.0,90.0,55.0,29.03,10.0,8.0,0.0
2,35.096540000000005,-85.24022, Amnicola Hwy,Chattanooga,Hamilton,TN,80.0,80.0,58.0,29.29,10.0,13.0,0.0
2,32.357269,-86.216705,Eastern Blvd,Montgomery,Montgomery,AL,48.0,45.0,55.0,30.35,10.0,6.0,0.0
2,36.310928000000004,-82.349663,Buffalo St,Johnson City,Washington,TN,78.0,78.0,46.0,28.38,10.0,5.0,0.0
2,34.700951,-86.586433,Memorial Pkwy SW,Huntsville,Madison,AL,72.0,72.0,57.0,29.14,10.0,0.0,0.0
2,37.982929,-84.494698,Armstrong Mill Rd,Lexington,Fayette,KY,79.0,79.0,44.0,29.06,10.0,13.0,0.0
2,36.17131,-86.873657,Centennial Blvd,Nashville,Davidson,TN,58.0,58.0,87.0,29.27,4.0,9.0,0.01
2,36.222241,-86.756121, Conviser Dr,Nashville,Davidson,TN,62.0,62.0,90.0,29.32,10.0,5.0,0.0
2,31.31798,-89.406429, U S Highway 98,Hattiesburg,Lamar,MS,43.0,40.0,76.0,30.04,10.0,5.0,0.0
2,36.193653000000005,-86.831184,Clarksville Pike,Nashville,Davidson,TN,76.0,76.0,52.0,29.45,10.0,5.0,0.0
2,36.07708,-86.725548,Nolensville Pike,Nashville,Davidson,TN,67.0,67.0,37.0,29.44,10.0,7.0,0.0
2,36.166527,-86.795067,I-40 E,Nashville,Davidson,TN,61.0,61.0,36.0,29.24,10.0,5.0,0.0
3,36.140663,-86.665421,I-40 E,Nashville,Davidson,TN,70.0,70.0,42.0,29.34,10.0,18.0,0.0
2,34.765434,-86.87728100000001,US Highway 72,Athens,Limestone,AL,69.0,69.0,87.0,29.51,10.0,3.0,0.0
2,32.350899,-86.219803,Arbor Station Rd,Montgomery,Montgomery,AL,41.0,33.0,61.0,29.85,10.0,16.0,0.0
2,32.478029,-86.854457, Highway 14 W,Selma,Autauga,AL,53.0,53.0,93.0,30.16,10.0,0.0,0.0
2,35.14978,-89.882766,I-240 W,Memphis,Shelby,TN,63.0,63.0,90.0,29.63,9.0,12.0,0.04
2,32.057322,-88.90697800000001,I-59 N,Pachuta,Clarke,MS,63.0,63.0,84.0,29.7,10.0,3.0,0.0
2,33.234932,-87.547026, McFarland Blvd N,Tuscaloosa,Tuscaloosa,AL,54.0,54.0,93.0,30.22,10.0,0.0,0.0
3,33.580765,-86.708115,I-59 N,Birmingham,Jefferson,AL,71.0,71.0,87.0,29.23,10.0,5.0,0.0
1,36.14965,-86.85991999999999, Oceola Ave,Nashville,Davidson,TN,85.0,85.0,53.0,29.28,10.0,6.0,0.0
2,34.73943,-86.67016,Research Park Blvd,Huntsville,Madison,AL,79.0,79.0,78.0,29.11,10.0,14.0,0.0
3,36.166527,-86.765038,I-24 E,Nashville,Davidson,TN,27.0,19.0,53.0,29.92,10.0,7.0,0.0
2,35.119772,-85.315657, Mountain Creek Rd,Chattanooga,Hamilton,TN,41.0,41.0,79.0,29.58,10.0,0.0,0.0
