Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
3,33.88592,-84.45786,I-75 S,Atlanta,Cobb,GA,78.0,78.0,76.0,29.0,7.0,6.0,0.0
2,33.364574,-82.076797,Windsor Spring Rd,Hephzibah,Richmond,GA,69.0,69.0,61.0,30.01,10.0,6.0,0.0
2,34.083912,-80.939003,Trenholm Road Ext,Columbia,Richland,SC,90.0,90.0,48.0,29.59,10.0,17.0,0.0
4,31.530540000000002,-83.83533,N Main St,Sylvester,Worth,GA,72.0,72.0,97.0,29.59,4.0,8.0,0.01
2,33.403960999999995,-81.85449200000001,Hammond Rd,Beech Island,Aiken,SC,67.0,67.0,84.0,29.86,9.0,8.0,0.0
2,37.388000000000005,-76.80455,Richmond Rd,Toano,James City,VA,59.0,59.0,90.0,30.21,10.0,0.0,0.0
2,34.89328,-82.769974,Shady Grove Rd,Pickens,Pickens,SC,64.0,64.0,100.0,28.9,10.0,0.0,0.0
2,37.508621000000005,-77.463417,E Broad Rock Rd,Richmond,Richmond City,VA,45.0,41.8,90.0,29.83,10.0,5.8,0.0
2,35.789184999999996,-78.642746,Capital Blvd,Raleigh,Wake,NC,79.0,79.0,56.0,29.46,10.0,6.0,0.0
3,25.942879,-80.187675,I-95 N,Miami,Miami-Dade,FL,82.0,82.0,76.0,30.07,10.0,0.0,0.0
3,31.538874,-81.4446,GA-405 N,Townsend,McIntosh,GA,76.0,76.0,76.0,29.96,10.0,8.0,0.0
3,34.754104999999996,-82.286911,E Standing Springs Rd,Simpsonville,Greenville,SC,81.0,81.0,61.0,29.14,10.0,5.0,0.0
2,33.823372,-84.357681,GA-403 S,Atlanta,Fulton,GA,71.0,71.0,78.0,28.9,10.0,6.0,0.0
2,35.811352,-78.565781,N New Hope Rd,Raleigh,Wake,NC,68.0,68.0,61.0,29.4,10.0,0.0,0.0
2,35.670582,-78.575333,Hebron Church Rd,Garner,Wake,NC,93.0,93.0,44.0,29.53,10.0,6.0,0.0
3,25.925758,-80.260628,Palmetto Expy N,Opa Locka,Miami-Dade,FL,83.0,83.0,77.0,30.07,10.0,0.0,0.0
2,35.867489,-78.571503,Old Wake Forest Rd,Raleigh,Wake,NC,58.0,58.0,87.0,29.7,5.0,6.0,0.01
2,35.362469,-80.748871,Mallard Creek Rd,Charlotte,Mecklenburg,NC,64.0,64.0,94.0,29.41,1.0,0.0,0.0
2,30.174271,-85.795273,Thomas Dr,Panama City,Bay,FL,66.0,66.0,87.0,30.22,10.0,6.0,0.0
2,36.000271000000005,-78.907661,N Duke St,Durham,Durham,NC,73.0,73.0,42.0,29.57,10.0,9.0,0.0
2,28.230379,-80.71582,Sheriff Dr,Melbourne,Brevard,FL,85.0,85.0,79.0,30.05,10.0,6.0,0.0
2,25.99086,-80.16569,I-95 N,Hallandale,Broward,FL,85.0,85.0,43.0,29.73,10.0,16.0,0.0
4,25.81242,-80.21219,Airport Expy E,Miami,Miami-Dade,FL,65.0,65.0,47.0,29.99,10.0,12.0,0.0
2,33.529579,-79.239082,N Fraser St,Georgetown,Georgetown,SC,73.0,73.0,88.0,30.04,10.0,0.0,0.0
2,32.927582,-80.857857,Carson Rd,Ruffin,Colleton,SC,66.0,66.0,88.0,29.81,10.0,0.0,0.0
3,35.217884000000005,-80.834389,I-277 N,Charlotte,Mecklenburg,NC,88.0,88.0,48.0,29.35,9.0,7.0,0.0
2,37.506771,-77.461952,Stockton St,Richmond,Richmond City,VA,90.0,90.0,52.0,29.59,10.0,10.0,0.0
2,34.116279999999996,-80.885017,Two Notch Rd,Columbia,Richland,SC,79.0,79.0,84.0,29.78,7.0,3.0,0.0
2,34.196571,-79.684158,Freedom Blvd,Florence,Florence,SC,38.0,29.0,93.0,29.94,2.0,16.0,0.07
4,33.89313,-84.46173, Interstate North Pkwy SE,Atlanta,Cobb,GA,60.0,60.0,95.0,28.94,7.0,5.0,0.01
2,38.746132,-77.186913,I-95 S,Springfield,Fairfax County,VA,52.0,52.0,94.0,29.84,10.0,0.0,0.0
2,39.744301,-75.547531,N King St,Wilmington,New Castle,DE,79.0,79.0,72.0,30.0,10.0,7.0,0.0
2,35.252289000000005,-80.780388,Eastway Dr,Charlotte,Mecklenburg,NC,75.0,75.0,84.0,29.22,10.0,10.0,0.05
2,35.100971,-80.778839,Providence Rd,Charlotte,Mecklenburg,NC,52.0,52.0,93.0,29.17,1.0,5.0,0.1
2,33.748379,-78.958794,Highway 501,Myrtle Beach,Horry,SC,81.0,81.0,79.0,29.94,10.0,6.0,0.0
3,33.77673,-84.496078,GA-407 N,Atlanta,Fulton,GA,80.0,80.0,50.0,29.02,10.0,10.0,0.0
3,33.77275,-84.55190999999999,GA-402 E,Austell,Cobb,GA,74.0,74.0,85.0,29.06,10.0,0.0,0.0
2,35.307705,-80.75232700000001,W W.T. Harris Blvd,Charlotte,Mecklenburg,NC,54.0,54.0,77.0,29.59,10.0,3.0,0.0
2,34.870490999999994,-82.41600799999999,Old Buncombe Rd,Greenville,Greenville,SC,71.0,71.0,42.0,29.06,10.0,12.0,0.0
2,37.521088,-77.42710100000001,I-95 N,Richmond,Richmond City,VA,61.0,61.0,90.0,29.67,10.0,12.0,0.0
2,25.68873,-80.313469,Dadeland Mall,Miami,Miami-Dade,FL,83.0,83.0,69.0,30.01,10.0,0.0,0.0
2,34.020179999999996,-78.946381,W Highway 19,Loris,Horry,SC,67.0,67.0,84.0,29.91,10.0,0.0,0.0
2,38.99715,-77.021851,Wayne Ave,Silver Spring,Montgomery,MD,50.0,50.0,59.0,30.15,10.0,6.0,0.0
2,34.69553,-81.19360400000001,Wilson St,Chester,Chester,SC,50.0,50.0,37.0,29.09,10.0,5.0,0.0
2,35.102711,-80.988701,S Tryon St,Charlotte,Mecklenburg,NC,44.0,44.0,82.0,29.61,9.0,0.0,0.0
2,34.827911,-82.52964,Calhoun Memorial Hwy,Easley,Pickens,SC,90.0,90.0,52.0,28.97,10.0,7.0,0.0
3,33.463085,-84.210327,GA-401 N,McDonough,Henry,GA,84.0,84.0,45.0,28.98,10.0,8.0,0.0
2,28.012179999999997,-82.54538000000001,Veterans Expy N,Tampa,Hillsborough,FL,74.0,74.0,91.0,29.94,10.0,5.0,0.15
4,36.83382,-76.13696999999999,VA Beach Norfolk Expy E,Virginia Beach,Virginia Beach,VA,74.0,74.0,87.0,29.99,10.0,9.0,0.0
2,39.731659,-75.563713,Shipyard Dr,Wilmington,New Castle,DE,41.0,32.0,47.0,30.15,10.0,17.0,0.0
2,30.373989,-86.22905,US Highway 98 W,Santa Rosa Beach,Walton,FL,79.0,79.0,74.0,30.0,10.0,6.0,0.0
2,35.876011,-78.635948,Woodbend Dr,Raleigh,Wake,NC,43.0,43.0,76.0,29.51,10.0,3.0,0.0
3,33.760464,-84.493477,GA-407 S,Atlanta,Fulton,GA,54.0,54.0,97.0,29.0,4.0,6.0,0.1
2,34.151340000000005,-80.91169000000001,Lee Rd,Columbia,Richland,SC,94.0,94.0,35.0,29.7,10.0,0.0,0.0
3,35.223328,-80.86688199999999,I-77 S,Charlotte,Mecklenburg,NC,69.0,69.0,49.0,29.46,10.0,8.0,0.0
2,35.203049,-80.791107,E Independence Blvd,Charlotte,Mecklenburg,NC,76.0,76.0,91.0,29.5,5.0,5.0,0.0
2,34.46537,-82.65306899999999,E Roosevelt Dr,Anderson,Anderson,SC,90.0,90.0,50.0,29.39,10.0,10.0,0.0
3,37.133167,-80.36573800000001,Fairview St,Christiansburg,Montgomery,VA,85.0,85.0,59.0,28.08,10.0,0.0,0.0
2,35.445271000000005,-80.78115799999999,Davidson Concord Rd,Davidson,Mecklenburg,NC,73.0,73.0,88.0,29.3,4.0,5.0,0.0
2,34.795871999999996,-82.255241,S Highway 14,Simpsonville,Greenville,SC,63.0,63.0,77.0,29.31,10.0,7.0,0.0
2,33.465919,-82.08586899999999,Augusta West Pkwy,Augusta,Richmond,GA,78.0,78.0,71.0,29.59,10.0,0.0,0.0
2,35.903991999999995,-78.769417,Glenwood Ave,Raleigh,Wake,NC,78.0,78.0,68.0,29.48,10.0,5.0,0.0
2,36.798691,-76.177261,Indian River Rd,Virginia Beach,Virginia Beach,VA,81.0,81.0,79.0,29.69,10.0,10.0,0.0
3,35.912372,-78.78192299999999,Glenwood Ave,Durham,Wake,NC,76.0,76.0,67.0,29.7,10.0,8.0,0.0
2,34.892311,-82.287277,Halcyon Cir,Greer,Greenville,SC,79.0,79.0,58.0,29.01,10.0,7.0,0.0
2,28.0583,-82.459358,E 122nd Ave,Tampa,Hillsborough,FL,59.0,59.0,88.0,30.24,10.0,6.0,0.0
2,35.209259,-80.800262,Rockway Dr,Charlotte,Mecklenburg,NC,79.0,79.0,66.0,29.29,9.0,0.0,0.0
2,33.871059,-80.517151,S Kings Hwy,Wedgefield,Sumter,SC,71.0,71.0,29.0,29.73,10.0,3.0,0.0
4,38.89652,-75.836793, Shore Hwy,Denton,Caroline,MD,73.0,73.0,61.0,30.34,10.0,14.0,0.0
2,37.543751,-77.393112,I-64 E,Richmond,Henrico,VA,37.0,33.0,76.0,30.08,10.0,5.0,0.0
2,34.786578999999996,-80.841263,Riverside Rd,Lancaster,Lancaster,SC,79.0,79.0,65.0,29.48,10.0,0.0,0.0
2,33.721718,-84.39520999999999,GA-401 S,Atlanta,Fulton,GA,64.0,64.0,54.0,28.85,10.0,5.0,0.0
2,28.375908000000003,-81.390343,Florida's Tpke N,Orlando,Orange,FL,72.0,72.0,81.0,29.95,10.0,10.0,0.0
3,38.984928000000004,-76.575546,John Hanson Hwy W,Annapolis,Anne Arundel,MD,48.0,45.0,61.0,30.16,10.0,6.0,0.0
2,35.886215,-78.679497,Creedmoor Rd,Raleigh,Wake,NC,43.0,43.0,58.0,29.59,10.0,3.0,0.0
2,33.54953,-79.048424,Wachesaw Rd,Murrells Inlet,Georgetown,SC,92.0,92.0,48.0,29.87,10.0,12.0,0.0
2,28.317120000000003,-82.679962,Ponderosa Ave,Port Richey,Pasco,FL,69.0,69.0,70.0,29.82,10.0,6.0,0.0
2,34.510769,-82.687691,Pearman Dairy Rd,Anderson,Anderson,SC,72.0,72.0,33.0,29.4,10.0,6.0,0.0
3,35.897682,-78.78583499999999,I-540 E,Morrisville,Wake,NC,60.0,60.0,78.0,29.65,10.0,8.0,0.0
3,28.011398,-82.27941899999999,I-4 E,Seffner,Hillsborough,FL,75.0,75.0,44.0,30.1,10.0,3.0,0.0
2,33.472939000000004,-81.965599,Greene St,Augusta,Richmond,GA,78.0,78.0,79.0,29.56,10.0,7.0,0.01
2,39.741894,-75.562386,S Jackson St,Wilmington,New Castle,DE,44.0,36.0,31.0,30.13,10.0,21.0,0.0
2,37.967822999999996,-78.616547,Monacan Trail Rd,North Garden,Albemarle,VA,34.0,31.0,92.0,30.2,3.0,3.5,0.08
3,26.09479,-80.2333,I-595 E,Fort Lauderdale,Broward,FL,56.0,56.0,51.0,30.02,10.0,10.0,0.0
2,34.91209,-82.10530899999999,E Main St,Duncan,Spartanburg,SC,66.0,66.0,38.0,28.98,10.0,5.0,0.0
2,35.170719,-80.721222,Longspur Dr,Matthews,Mecklenburg,NC,36.0,32.0,70.0,29.17,10.0,5.0,0.0
3,33.805096,-84.25048100000001,GA-407 S,Clarkston,DeKalb,GA,75.0,75.0,87.0,28.93,10.0,5.0,0.0
2,34.025082,-82.210403,Rockhouse Rd,Bradley,Greenwood,SC,68.0,68.0,93.0,29.48,10.0,5.0,0.0
2,37.2104,-77.543449,River Rd,Sutherland,Dinwiddie,VA,92.0,92.0,34.0,29.51,10.0,13.0,0.0
2,35.22913,-80.83142099999999,E 11th St,Charlotte,Mecklenburg,NC,81.0,81.0,50.0,29.36,10.0,0.0,0.0
2,35.087799,-80.845161,Carmel Rd,Charlotte,Mecklenburg,NC,81.0,81.0,77.0,29.21,10.0,7.0,0.0
2,27.332376,-81.808971, NE Highway 17,Arcadia,DeSoto,FL,87.0,87.0,69.0,29.99,10.0,13.0,0.0
2,27.846121000000004,-82.37087199999999,Nundy Ave,Gibsonton,Hillsborough,FL,63.0,63.0,94.0,30.11,2.0,0.0,0.0
2,34.217007,-80.59315500000001,I-20 E,Camden,Kershaw,SC,93.0,93.0,46.0,29.68,10.0,9.0,0.0
2,34.812851,-82.291077,Smith Hines Rd,Greenville,Greenville,SC,43.0,37.0,45.0,29.07,10.0,10.0,0.0
4,33.741161,-84.41235400000001,GA-402 E,Atlanta,Fulton,GA,82.0,82.0,62.0,28.9,3.0,24.0,0.03
4,25.94404,-80.35675,I-75 N,Hialeah,Miami-Dade,FL,76.0,76.0,91.0,29.94,10.0,28.0,0.0
2,34.141171,-80.948051,Clemson Rd,Columbia,Richland,SC,89.0,89.0,42.0,29.7,10.0,8.0,0.0
2,26.30315,-80.11863699999999,SW 11th Way,Deerfield Beach,Broward,FL,79.0,79.0,77.0,30.04,10.0,0.0,0.0
2,35.011261,-82.180717,Highway 357,Lyman,Spartanburg,SC,84.0,84.0,38.0,29.03,10.0,3.0,0.0
2,25.812777,-80.207161,Airport Expy W,Miami,Miami-Dade,FL,77.0,77.0,64.0,30.11,10.0,25.0,0.0
2,35.311821,-80.758347,W W.T. Harris Blvd,Charlotte,Mecklenburg,NC,66.0,66.0,56.0,29.33,10.0,6.0,0.0
2,25.869225,-80.209923,NW 7th Ave,Miami,Miami-Dade,FL,82.0,82.0,88.0,29.95,10.0,6.0,0.0
2,35.346664000000004,-80.841476,Statesville Rd,Charlotte,Mecklenburg,NC,75.0,75.0,69.0,28.93,7.0,12.0,0.0
2,39.478786,-76.319191,Vietnam Veterans Memorial Hwy,Abingdon,Harford,MD,88.0,88.0,49.0,29.73,7.0,10.0,0.0
2,33.982201,-84.34198,GA-400 S,Atlanta,Fulton,GA,88.0,88.0,55.0,28.93,10.0,7.0,0.0
2,27.44613,-82.508698, 53rd Ave E,Bradenton,Manatee,FL,89.0,89.0,59.0,29.94,10.0,7.0,0.0
3,34.53796,-81.952713,Highway 49,Laurens,Laurens,SC,77.0,77.0,83.0,29.47,10.0,0.0,0.0
2,35.885109,-78.62709,Falls of Neuse Rd,Raleigh,Wake,NC,54.0,54.0,34.0,29.59,10.0,8.0,0.0
2,33.821220000000004,-80.367767,Highway 15 S,Sumter,Sumter,SC,73.0,73.0,57.0,29.88,10.0,10.0,0.0
3,38.834534000000005,-77.097862,Henry Shirley Memorial Hwy N,Alexandria,Alexandria,VA,37.0,30.0,89.0,30.16,8.0,10.0,0.0
3,26.65509,-80.06935899999999,I-95 N,West Palm Beach,Palm Beach,FL,68.0,68.0,42.0,29.94,10.0,9.0,0.0
3,30.459954999999997,-81.677803,W Beltway N,Jacksonville,Duval,FL,74.0,74.0,53.0,30.13,10.0,14.0,0.0
2,32.810359999999996,-79.948059,Brigade St,Charleston,Charleston,SC,66.0,66.0,100.0,30.07,1.0,7.0,0.27
4,33.204390000000004,-84.0599,I-75 N,Jackson,Butts,GA,64.0,64.0,40.0,29.07,10.0,7.0,0.0
3,39.633152,-76.671852,I-83 N,Parkton,Baltimore County,MD,64.0,64.0,37.0,29.24,10.0,6.0,0.0
2,37.584503000000005,-77.449158,Seminary Ave,Richmond,Richmond City,VA,76.0,76.0,42.0,29.39,10.0,9.0,0.0
2,39.441917,-76.348801,Mountain Rd,Joppa,Harford,MD,61.0,61.0,88.0,30.17,10.0,0.0,0.0
2,33.851056,-84.369297,GA-400 N,Atlanta,Fulton,GA,46.0,43.9,76.0,30.22,5.0,4.6,0.01
3,34.858795,-82.2603,I-85 S,Greenville,Greenville,SC,53.0,53.0,64.0,28.78,10.0,9.0,0.0
2,28.019479999999998,-82.76349599999999,County Road 1,Dunedin,Pinellas,FL,75.0,75.0,94.0,30.09,10.0,5.0,0.03
2,27.949965000000002,-82.36904100000001,Lee Roy Selmon Expy,Tampa,Hillsborough,FL,70.0,70.0,94.0,29.94,10.0,0.0,0.0
2,34.078678000000004,-79.066124,Highway 19,Nichols,Horry,SC,86.0,86.0,51.0,29.85,10.0,8.0,0.0
3,33.767513,-84.530823,GA-402 W,Atlanta,Fulton,GA,40.0,40.0,93.0,29.25,10.0,0.0,0.0
2,35.038342,-80.76814300000001,Providence Rd,Matthews,Mecklenburg,NC,82.0,82.0,71.0,29.42,10.0,3.0,0.0
2,35.747681,-78.86009200000001,Orchard Villas Ave,Apex,Wake,NC,55.0,55.0,91.0,29.6,10.0,0.0,0.0
3,39.58232,-79.95884000000001,I-68 W,Morgantown,Monongalia,WV,76.0,76.0,71.0,28.81,10.0,5.0,0.0
3,36.998158000000004,-76.409042,I-664 S,Newport News,Newport News,VA,92.0,92.0,41.0,30.0,10.0,8.0,0.0
3,35.224117,-80.86608100000001,I-77 N,Charlotte,Mecklenburg,NC,70.0,70.0,73.0,29.12,10.0,0.0,0.0
2,34.365299,-83.739563,Cornelia Hwy,Lula,Hall,GA,75.0,75.0,66.0,28.91,10.0,8.0,0.0
2,34.894169,-82.43203000000001,Old Buncombe Rd,Greenville,Greenville,SC,57.0,57.0,39.0,29.13,10.0,0.0,0.0
2,35.861198,-78.689178,W Millbrook Rd,Raleigh,Wake,NC,86.0,86.0,59.0,29.8,10.0,6.0,0.0
3,34.104626,-80.829453,I-20 W,Columbia,Richland,SC,93.0,93.0,31.0,29.78,10.0,5.0,0.0
2,35.223228000000006,-80.87217700000001,Wilkinson Blvd,Charlotte,Mecklenburg,NC,79.0,79.0,50.0,29.3,10.0,5.0,0.0
2,25.956948999999998,-80.29445600000001,NW 202nd St,Opa Locka,Miami-Dade,FL,82.0,82.0,82.0,29.99,10.0,7.0,0.09
2,25.925758,-80.260628,Palmetto Expy N,Opa Locka,Miami-Dade,FL,60.0,60.0,67.0,29.97,10.0,9.0,0.0
2,35.258339,-80.794792,N Tryon St,Charlotte,Mecklenburg,NC,75.0,75.0,89.0,29.41,10.0,0.0,0.0
2,35.289429,-80.75778199999999,Rocky River Rd W,Charlotte,Mecklenburg,NC,39.0,36.0,36.0,29.72,10.0,5.0,0.0
3,30.166695,-81.555527,E Beltway S,Jacksonville,Duval,FL,78.0,78.0,84.0,29.91,10.0,7.0,0.0
2,37.231548,-80.428871,Prices Fork Rd,Blacksburg,Montgomery,VA,88.0,88.0,47.0,28.0,10.0,3.0,0.0
2,33.469818,-81.95590200000001,Greene St,Augusta,Richmond,GA,62.0,62.0,67.0,29.84,10.0,0.0,0.0
3,35.157421,-81.479774,Tribal Rd,Blacksburg,Cherokee,SC,68.0,68.0,58.0,29.12,10.0,0.0,0.0
2,35.061271999999995,-80.991547,Gold Hill Rd,Fort Mill,York,SC,90.0,90.0,40.0,29.2,10.0,7.0,0.0
2,33.854271000000004,-80.368347,Highway 15 S,Sumter,Sumter,SC,27.0,27.0,93.0,30.32,10.0,0.0,0.0
3,38.020813000000004,-78.537186,I-64 E,Charlottesville,Albemarle,VA,52.0,52.0,83.0,29.63,10.0,3.0,0.0
2,34.038928999999996,-81.10880999999999,Browning Rd,Columbia,Richland,SC,67.0,67.0,84.0,29.84,9.0,0.0,0.0
3,26.204975,-80.142418,I-95 S,Fort Lauderdale,Broward,FL,79.0,79.0,56.0,30.11,10.0,14.0,0.0
2,26.630964000000002,-81.87249,Cleveland Ave,Fort Myers,Lee,FL,71.0,71.0,84.0,29.89,10.0,0.0,0.0
2,26.596701,-81.704697,Curtis Ave S,Lehigh Acres,Lee,FL,85.0,85.0,77.0,30.05,6.0,0.0,0.0
3,38.87812,-77.26808199999999,I-66 E,Fairfax,Fairfax County,VA,91.0,91.0,50.0,29.73,10.0,3.0,0.0
2,32.01643,-81.231133,Ogeechee Rd,Savannah,Chatham,GA,54.0,54.0,42.0,30.11,10.0,12.0,0.0
3,37.293625,-80.100914,I-81 S,Salem,Salem,VA,52.0,52.0,93.0,28.63,10.0,3.0,0.0
2,34.823837,-82.291779,Woodruff Rd,Greenville,Greenville,SC,51.0,51.0,59.0,29.16,10.0,5.0,0.0
3,26.1068,-80.168533,I-95 N,Fort Lauderdale,Broward,FL,75.0,75.0,87.0,30.06,9.0,5.0,0.0
2,30.199532,-81.743767,W Beltway N,Jacksonville,Duval,FL,80.0,80.0,67.0,29.96,10.0,12.0,0.0
2,28.486959000000002,-81.40918,S Texas Ave,Orlando,Orange,FL,77.0,77.0,88.0,29.91,10.0,8.0,0.0
3,33.74427,-84.387825,GA-402 W,Atlanta,Fulton,GA,67.0,67.0,90.0,28.87,8.0,5.0,0.0
3,33.864948,-84.439552,GA-401 S,Atlanta,Fulton,GA,82.0,82.0,44.0,28.88,10.0,6.0,0.0
2,33.75025,-84.44411,GA-402 E,Atlanta,Fulton,GA,77.0,77.0,79.0,29.09,10.0,3.0,0.0
2,35.834835,-78.671143,I-440 E,Raleigh,Wake,NC,77.0,77.0,64.0,29.62,10.0,8.0,0.0
2,33.403538,-82.04079399999999,Windsor Spring Rd,Augusta,Richmond,GA,59.0,59.0,96.0,29.94,10.0,0.0,0.0
2,39.755691999999996,-75.567131,N Lincoln St,Wilmington,New Castle,DE,59.0,59.0,67.0,29.85,10.0,14.0,0.0
3,28.232683,-81.648666,I-4 E,Davenport,Polk,FL,81.0,81.0,84.0,29.92,10.0,8.0,0.0
2,35.007740000000005,-81.952202,Melody Ln,Spartanburg,Spartanburg,SC,68.0,68.0,94.0,29.04,10.0,5.0,0.08
4,39.0788,-75.97757,Blue Star Memorial Hwy,Centreville,Queen Anne's,MD,54.0,54.0,54.0,30.15,10.0,12.0,0.0
3,26.098257,-80.25148,W State Road 84,Fort Lauderdale,Broward,FL,81.0,81.0,79.0,30.02,10.0,0.0,0.0
2,35.761387,-78.635178,Hammond Rd,Raleigh,Wake,NC,44.1,41.5,93.0,30.21,7.0,4.6,0.0
2,34.087421,-80.95961,Parklane Rd,Columbia,Richland,SC,48.0,48.0,63.0,30.26,10.0,0.0,0.0
2,26.705469,-80.053741,Okeechobee Blvd,West Palm Beach,Palm Beach,FL,83.0,83.0,77.0,30.01,10.0,8.0,0.0
2,28.648640000000004,-81.745796,County Road 561,Clermont,Lake,FL,81.0,81.0,85.0,29.8,10.0,6.0,0.0
4,27.968040000000002,-82.766644, Drew St,Clearwater,Pinellas,FL,79.0,79.0,58.0,29.99,10.0,15.0,0.0
2,37.359379,-79.925507,Lee Hwy,Roanoke,Botetourt,VA,61.0,61.0,75.0,28.7,10.0,5.0,0.0
2,27.954693,-82.537979,N Mondigo St,Tampa,Hillsborough,FL,80.0,80.0,87.0,29.98,10.0,0.0,0.0
2,27.849809999999998,-82.326622,US Highway 301 S,Riverview,Hillsborough,FL,54.0,54.0,94.0,30.07,10.0,5.0,0.0
3,25.89917,-80.210114,NW 6th Ct,North Miami,Miami-Dade,FL,84.0,84.0,69.0,29.9,10.0,17.0,0.0
2,28.561152000000003,-81.379532,I-4 W,Orlando,Orange,FL,58.0,58.0,93.0,30.03,9.0,0.0,0.0
2,26.697670000000002,-80.149963,Florida's Tpke N,West Palm Beach,Palm Beach,FL,83.0,83.0,74.0,30.01,10.0,7.0,0.0
2,35.23922,-80.737961,E W.T. Harris Blvd,Charlotte,Mecklenburg,NC,70.0,70.0,94.0,29.36,4.0,0.0,0.0
3,25.990541,-80.165848,I-95 S,Hallandale,Broward,FL,84.0,84.0,82.0,29.96,10.0,10.0,0.0
2,28.579534999999996,-81.207748,N Alafaya Trl,Orlando,Orange,FL,79.0,79.0,74.0,29.97,10.0,3.0,0.0
2,35.768806,-78.507339,I-495 S,Knightdale,Wake,NC,57.0,57.0,63.0,29.5,10.0,6.0,0.0
3,35.772957,-80.996414,I-40 W,Statesville,Iredell,NC,84.0,84.0,63.0,29.21,10.0,0.0,0.0
2,28.851570000000002,-81.54943100000001,State Road 44,Sorrento,Lake,FL,51.0,51.0,59.0,29.93,10.0,8.0,0.0
3,37.582386,-77.473831,I-195 N,Richmond,Richmond City,VA,51.0,51.0,89.0,29.7,5.0,7.0,0.0
4,27.258606,-82.52077, S Tamiami Trl,Sarasota,Sarasota,FL,81.0,81.0,85.0,29.9,10.0,3.0,0.0
2,31.982590000000002,-81.161339,Abercorn St,Savannah,Chatham,GA,71.0,71.0,82.0,29.88,10.0,8.0,0.0
2,33.915817,-84.406326,GA-407 E,Atlanta,Fulton,GA,69.0,69.0,81.0,29.06,10.0,3.0,0.0
