Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,32.088165000000004,-110.772659,E Mary Ann Cleveland Way,Tucson,Pima,AZ,59.0,59.0,46.0,27.05,10.0,12.0,0.0
2,39.686481,-105.187798,CO-470 W,Morrison,Jefferson,CO,55.0,55.0,94.0,24.33,5.0,10.0,0.0
2,39.645453,-111.861081,UT-28,Nephi,Juab,UT,98.0,98.0,14.0,25.41,10.0,6.0,0.0
2,41.248569,-111.969849,9th St,Ogden,Weber,UT,37.0,37.0,59.0,25.6,10.0,0.0,0.0
2,41.304970000000004,-112.051399,W 2600 N,Ogden,Weber,UT,47.0,43.0,83.0,25.43,10.0,8.0,0.0
2,43.203070000000004,-112.35978,I-15 N,Blackfoot,Bingham,ID,83.0,83.0,17.0,25.48,10.0,24.0,0.0
2,39.486999999999995,-105.09175900000001,W Waterton Rd,Littleton,Douglas,CO,27.0,19.0,92.0,24.16,1.0,7.0,0.02
2,33.377739,-112.064651,E Baseline Rd,Phoenix,Maricopa,AZ,49.0,49.0,80.0,29.0,10.0,0.0,0.0
2,33.555141,-112.20571899999999,W Grand Ave,Glendale,Maricopa,AZ,106.0,106.0,22.0,28.53,10.0,14.0,0.0
2,33.668911,-112.06601699999999,AZ-101 Loop E,Phoenix,Maricopa,AZ,80.0,80.0,21.0,28.18,10.0,7.0,0.0
2,33.465321,-112.238022,W McDowell Rd,Phoenix,Maricopa,AZ,44.0,41.0,99.0,29.02,10.0,5.0,0.0
2,35.10915,-106.586372,Menaul Blvd NE,Albuquerque,Bernalillo,NM,31.0,31.0,96.0,24.86,6.0,0.0,0.0
3,33.46213,-112.05922,Pearl Harbor Memorial Highway,Phoenix,Maricopa,AZ,84.0,84.0,51.0,28.74,10.0,12.0,0.0
2,33.385601,-111.908943,S McClintock Dr,Tempe,Maricopa,AZ,91.0,91.0,39.0,28.65,10.0,7.0,0.0
2,32.155918,-110.977539,S 12th Ave,Tucson,Pima,AZ,78.0,78.0,9.0,27.11,10.0,5.0,0.0
2,39.711182,-105.05915800000001,W Alameda Ave,Lakewood,Jefferson,CO,73.0,73.0,31.0,24.43,10.0,5.0,0.0
3,38.938866,-109.40801200000001,US-6 Bus E,Thompson,Grand,UT,85.0,85.0,11.0,25.27,10.0,7.0,0.0
2,40.53539,-111.93871000000001, S Redwood Rd,Riverton,Salt Lake,UT,41.0,41.0,65.0,25.77,10.0,0.0,0.0
2,40.123191999999996,-111.643608,US-6 E,Spanish Fork,Utah,UT,83.0,83.0,14.0,25.47,10.0,9.0,0.0
3,35.090157,-106.55072,Wyoming Blvd NE,Albuquerque,Bernalillo,NM,68.0,68.0,12.0,24.54,10.0,23.0,0.0
3,38.922798,-110.376427,UT-24,Green River,Emery,UT,37.0,37.0,96.0,25.3,10.0,3.0,0.0
2,33.49474,-112.21188400000001,N 71st Ave,Phoenix,Maricopa,AZ,66.0,66.0,19.0,28.77,10.0,13.0,0.0
2,33.494960999999996,-112.12993600000001,W Indian School Rd,Phoenix,Maricopa,AZ,77.0,77.0,60.0,28.71,10.0,7.0,0.0
3,37.283916,-113.306679,I-15 S,Toquerville,Washington,UT,47.0,40.0,86.0,26.74,9.0,16.0,0.0
4,44.219668,-116.942788, Highway 95,Weiser,Washington,ID,91.0,91.0,22.0,27.7,10.0,5.0,0.0
2,41.238738,-111.90851200000002, Ogden Cyn,Ogden,Weber,UT,42.0,42.0,85.0,25.37,6.0,3.0,0.06
2,39.776066,-105.17491100000001,McIntyre St,Golden,Jefferson,CO,37.0,32.0,65.0,24.58,10.0,7.0,0.0
2,40.740032,-111.87118999999998,Harrison Ave,Salt Lake City,Salt Lake,UT,75.0,75.0,22.0,25.84,10.0,8.0,0.0
2,33.674503,-112.255028,N 91st Ave,Peoria,Maricopa,AZ,59.0,59.0,63.0,28.9,10.0,3.0,0.0
3,33.434742,-112.03771200000001,I-10 E,Phoenix,Maricopa,AZ,86.0,86.0,16.0,28.44,10.0,5.0,0.0
3,39.900159,-104.98816200000002,I-25 S,Denver,Adams,CO,81.0,81.0,32.0,24.29,20.0,18.0,0.0
4,35.21368,-109.33703,Purple Heart Trail,Chambers,Apache,AZ,48.0,43.0,15.0,23.6,10.0,10.0,0.0
2,41.887101,-112.49868700000002,I-84 E,Snowville,Box Elder,UT,36.0,25.0,59.0,25.09,10.0,22.0,0.0
2,33.385571,-111.93923999999998,S Mill Ave,Tempe,Maricopa,AZ,101.0,101.0,10.0,28.59,10.0,15.0,0.0
2,41.241825,-111.945305,Harrison Blvd,Ogden,Weber,UT,26.0,26.0,100.0,25.68,3.0,0.0,0.0
2,39.546116,-119.78811599999999,Martin Luther King Jr Memorial Fwy,Reno,Washoe,NV,72.0,72.0,15.0,25.55,10.0,20.0,0.0
3,40.504002,-111.891144,I-15 N,Draper,Salt Lake,UT,76.0,76.0,24.0,25.71,10.0,12.0,0.0
2,47.474193,-115.903401,I-90 W,Wallace,Shoshone,ID,52.0,52.0,74.0,23.97,10.0,0.0,0.0
3,40.56329,-111.89898000000001,I-15 N,South Jordan,Salt Lake,UT,45.0,38.0,60.0,25.58,10.0,15.0,0.0
3,33.462101000000004,-112.065987,I-10 E,Phoenix,Maricopa,AZ,69.0,69.0,33.0,28.77,10.0,5.0,0.0
3,33.524075,-112.112328,W Bethany Home Rd,Phoenix,Maricopa,AZ,89.0,89.0,40.0,28.6,10.0,7.0,0.0
3,39.767849,-104.9953,I-25 N,Denver,Denver,CO,7.0,-2.0,85.0,24.56,4.0,5.0,0.0
2,39.76437,-105.593048,I-70 E,Dumont,Clear Creek,CO,67.0,67.0,32.0,21.06,10.0,13.0,0.0
2,40.388256,-111.833611,E Main St,Lehi,Utah,UT,26.0,18.0,78.0,25.34,10.0,8.0,0.0
3,39.188095000000004,-104.850433,I-25 S,Larkspur,Douglas,CO,32.0,32.0,69.0,22.82,10.0,0.0,0.0
2,40.53515,-111.89245,I-15 N,Draper,Salt Lake,UT,68.0,68.0,14.0,25.72,10.0,10.0,0.0
3,39.131306,-104.863464,I-25 N,Larkspur,Douglas,CO,43.0,38.0,61.0,23.16,10.0,8.0,0.0
2,39.934353,-105.126488,US-36 W,Broomfield,Broomfield,CO,28.0,23.0,34.0,24.51,10.0,5.0,0.0
2,39.93708,-111.81193999999999,I-15 S,Mona,Juab,UT,56.0,56.0,60.0,25.63,10.0,3.0,0.0
2,33.538639,-112.09964,W Glendale Ave,Phoenix,Maricopa,AZ,94.0,94.0,11.0,28.35,10.0,5.0,0.0
2,33.638165,-112.23345900000001,N 83rd Ave,Glendale,Maricopa,AZ,80.0,80.0,17.0,28.18,10.0,0.0,0.0
2,40.68588,-112.44762,I-80 W,Grantsville,Tooele,UT,43.0,39.0,86.0,25.21,10.0,7.0,0.0
2,40.376858,-111.81868700000001,I-15 N,American Fork,Utah,UT,35.6,31.7,81.0,29.98,10.0,4.6,0.0
3,33.509727000000005,-112.11248799999998,W Camelback Rd,Phoenix,Maricopa,AZ,70.0,70.0,44.0,28.73,10.0,9.0,0.0
2,39.5364,-104.842934,S Peoria St,Englewood,Douglas,CO,67.0,67.0,81.0,24.27,10.0,12.0,0.0
2,37.401538,-113.23971100000001,I-15 S,Hurricane,Washington,UT,32.0,28.7,93.0,29.73,2.0,3.5,0.0
3,41.089867,-111.991302,I-15 N,Layton,Davis,UT,56.0,56.0,54.0,25.05,10.0,6.0,0.0
2,38.815509999999996,-104.828156,I-25 S,Colorado Springs,El Paso,CO,91.0,91.0,12.0,23.88,10.0,17.0,0.0
2,33.386070000000004,-111.896332,Superstition Fwy W,Tempe,Maricopa,AZ,81.0,81.0,20.0,28.66,10.0,10.0,0.0
3,34.514294,-111.99227900000001,Arizona Veterans Highway,Mayer,Yavapai,AZ,74.0,74.0,14.0,24.89,10.0,17.0,0.0
2,40.725719,-111.91686999999999,W 2100 S,South Salt Lake,Salt Lake,UT,74.0,74.0,23.0,25.75,10.0,12.0,0.0
2,32.161417,-110.91762,S Palo Verde Rd,Tucson,Pima,AZ,75.0,75.0,50.0,27.24,10.0,10.0,0.0
2,39.77285,-104.791481,E 40th Ave,Denver,Adams,CO,38.0,33.0,44.0,24.48,10.0,8.0,0.0
2,35.197860999999996,-113.90711999999999,I-40 W,Kingman,Mohave,AZ,63.0,63.0,8.0,26.37,10.0,13.0,0.0
3,38.318583000000004,-104.682193, W US Highway 50,Pueblo,Pueblo,CO,28.0,15.7,85.0,29.76,1.8,17.3,0.01
3,38.796391,-104.797913,I-25 S,Colorado Springs,El Paso,CO,33.8,23.9,87.0,30.05,2.5,15.0,0.05
3,39.671490999999996,-104.9282,I-25 N,Denver,Denver,CO,58.0,58.0,27.0,24.11,10.0,13.0,0.0
2,33.5341,-112.13443799999999,W Krall St,Phoenix,Maricopa,AZ,94.0,94.0,12.0,28.56,10.0,20.0,0.0
2,40.74941,-111.908929,I-15 N,Salt Lake City,Salt Lake,UT,80.0,80.0,30.0,25.76,10.0,7.0,0.0
3,40.411343,-111.864723,I-15 N,Lehi,Utah,UT,39.0,34.8,89.0,29.59,10.0,5.8,0.04
2,41.1978,-111.97100800000001,Washington Blvd,Ogden,Weber,UT,28.0,21.0,63.0,25.53,10.0,7.0,0.0
3,35.099540999999995,-109.640717,I-40 W,Chambers,Apache,AZ,87.0,87.0,17.0,23.63,10.0,14.0,0.0
4,42.041664000000004,-111.813971, S Highway 91,Franklin,Franklin,ID,61.0,61.0,50.0,25.4,10.0,5.0,0.0
2,33.465752,-112.05854,E McDowell Rd,Phoenix,Maricopa,AZ,75.0,75.0,27.0,28.63,10.0,6.0,0.0
2,39.678631,-105.02503200000001,W Evans Ave,Denver,Denver,CO,40.0,36.0,53.0,24.35,10.0,6.0,0.0
2,33.48038,-112.86013,Pearl Harbor Memorial Highway,Tonopah,Maricopa,AZ,90.0,90.0,40.0,28.83,10.0,0.0,0.0
2,40.000859000000005,-111.484553,US-89 S,Spanish Fork,Utah,UT,65.0,65.0,50.0,25.56,10.0,0.0,0.0
2,33.566299,-112.25508899999998,W Olive Ave,Peoria,Maricopa,AZ,61.0,61.0,53.0,28.73,10.0,8.0,0.0
2,33.377762,-112.09913600000002,W Baseline Rd,Phoenix,Maricopa,AZ,94.0,94.0,12.0,28.61,10.0,8.0,0.0
3,35.105236,-106.605034,Coronado Fwy W,Albuquerque,Bernalillo,NM,44.0,40.0,93.0,24.56,5.0,8.0,0.1
3,39.45921,-105.41173, US Highway 285,Bailey,Park,CO,36.0,36.0,41.0,20.99,10.0,3.0,0.0
2,33.669296,-112.08899699999999,AZ-101 Loop W,Phoenix,Maricopa,AZ,85.0,85.0,7.0,28.38,10.0,5.0,0.0
3,40.40186,-104.99326,I-25 N,Johnstown,Larimer,CO,43.0,43.0,40.0,25.14,10.0,0.0,0.0
3,39.16516,-104.85307399999999,I-25 N,Larkspur,Douglas,CO,88.0,88.0,12.0,23.32,10.0,7.0,0.0
3,40.518370000000004,-104.99228000000001,I-25 S,Fort Collins,Larimer,CO,28.0,23.0,92.0,25.0,10.0,5.0,0.0
2,33.50206,-112.07366200000001,W Campbell Ave,Phoenix,Maricopa,AZ,66.0,66.0,38.0,28.91,10.0,7.0,0.0
2,39.610592,-104.791718,S Buckley Rd,Aurora,Arapahoe,CO,28.0,28.0,78.0,24.27,10.0,0.0,0.0
3,39.636059,-104.906967,I-25 N,Denver,Denver,CO,83.0,83.0,19.0,24.12,10.0,5.0,0.0
2,39.52646,-119.85677,I-80 W,Reno,Washoe,NV,92.0,92.0,15.0,25.62,10.0,8.0,0.0
2,33.455096999999995,-111.96983300000001,N 52nd St,Phoenix,Maricopa,AZ,97.0,97.0,10.0,28.65,10.0,8.0,0.0
3,33.669509999999995,-112.16288,Loop 101 W,Glendale,Maricopa,AZ,87.0,87.0,16.0,28.14,10.0,8.0,0.0
3,39.631378000000005,-104.902832,Technology Way,Denver,Denver,CO,87.0,87.0,25.0,24.33,10.0,6.0,0.0
3,40.923,-111.89151799999999,I-15 S,Centerville,Davis,UT,24.0,18.0,84.0,25.81,8.0,5.0,0.0
2,33.689029999999995,-112.28975700000001,N 107th Ave,Sun City,Maricopa,AZ,90.0,90.0,12.0,28.74,10.0,0.0,0.0
2,40.13097,-110.43271599999999,US-191 N,Duchesne,Duchesne,UT,84.0,84.0,10.0,24.22,10.0,0.0,0.0
2,32.928478000000005,-109.23863999999999,US Highway 191,Duncan,Greenlee,AZ,63.0,63.0,24.0,26.7,10.0,5.0,0.0
2,39.772861,-104.968498,E 40th Ave,Denver,Denver,CO,62.0,62.0,47.0,24.24,10.0,10.0,0.0
3,40.990272999999995,-111.90698200000001,I-15 N,Farmington,Davis,UT,29.3,23.2,99.0,30.06,4.0,5.8,0.03
3,40.377899,-104.993408,I-25 S,Johnstown,Larimer,CO,35.0,35.0,92.0,24.91,10.0,3.0,0.0
2,40.692908,-112.26373000000001,I-80 E,Tooele,Tooele,UT,72.0,72.0,28.0,25.54,10.0,10.0,0.0
2,33.509251,-112.060631,E Camelback Rd,Phoenix,Maricopa,AZ,87.0,87.0,39.0,28.59,10.0,0.0,0.0
3,39.77836,-104.89577299999999,I-70 W,Denver,Denver,CO,75.0,75.0,47.0,24.52,10.0,21.0,0.0
2,33.379909999999995,-111.76260400000001,S 32nd St,Mesa,Maricopa,AZ,83.0,83.0,27.0,28.69,10.0,6.0,0.0
2,33.717940999999996,-110.53321100000001,Indian Rte-10,Globe,Gila,AZ,56.0,56.0,45.0,28.58,10.0,3.0,0.0
3,39.129738,-104.863831,I-25 S,Monument,El Paso,CO,30.0,21.0,100.0,23.51,2.0,12.0,0.0
3,39.089302,-104.86201499999999,I-25 S,Monument,El Paso,CO,31.0,22.0,32.0,23.3,10.0,12.0,0.0
2,40.432228,-111.89151799999999,I-15 N,Lehi,Utah,UT,21.2,13.6,86.0,29.82,5.0,5.8,0.0
2,40.372279,-112.021425, W Cedar Fort Rd,Cedar Valley,Utah,UT,74.0,74.0,45.0,25.32,10.0,9.0,0.0
2,40.431965000000005,-111.89128899999999,I-15 N,Lehi,Utah,UT,53.0,53.0,59.0,25.13,10.0,6.0,0.0
2,38.593090000000004,-112.50231000000001,I-70 W,Sevier,Sevier,UT,37.0,27.0,86.0,24.88,10.0,20.0,0.0
3,35.135208,-106.60590400000001,I-25 S,Albuquerque,Bernalillo,NM,93.0,93.0,11.0,24.59,10.0,3.0,0.0
2,35.118351000000004,-106.701637,Coors Blvd NW,Albuquerque,Bernalillo,NM,75.0,75.0,21.0,24.29,10.0,7.0,0.0
3,32.319328000000006,-111.01228300000001,N La Cholla Blvd,Tucson,Pima,AZ,63.0,63.0,22.0,26.92,10.0,5.0,0.0
2,33.522822999999995,-112.26909599999999,W Bethany Home Rd,Glendale,Maricopa,AZ,103.0,103.0,25.0,28.66,10.0,10.0,0.0
2,33.377575,-112.168205,W Baseline Rd,Laveen,Maricopa,AZ,68.0,68.0,35.0,28.7,10.0,8.0,0.0
4,39.555240000000005,-104.87501,CO-470 E,Lone Tree,Douglas,CO,22.0,22.0,78.0,24.49,10.0,3.0,0.0
2,40.025952000000004,-111.50048799999999,US-6 E,Spanish Fork,Utah,UT,52.0,52.0,53.0,25.4,10.0,5.0,0.0
3,32.241609999999994,-110.98629,Pearl Harbor Memorial Highway,Tucson,Pima,AZ,78.0,78.0,13.0,27.23,10.0,3.0,0.0
3,39.783352,-105.00605,I-70 W,Denver,Denver,CO,48.0,44.0,87.0,24.11,5.0,9.0,0.0
3,39.288631,-104.89595,I-25 S,Castle Rock,Douglas,CO,68.0,68.0,46.0,23.3,10.0,10.0,0.0
2,33.551189,-112.34166699999999,W Northern Ave,Glendale,Maricopa,AZ,94.0,94.0,10.0,28.69,10.0,6.0,0.0
2,33.4492,-112.100098,W Adams St,Phoenix,Maricopa,AZ,97.0,97.0,29.0,28.67,10.0,6.0,0.0
2,32.192226,-110.87513700000001,E Golf Links Rd,Tucson,Pima,AZ,47.0,44.0,86.0,27.12,10.0,7.0,0.0
2,41.179247,-111.94921000000001, Harrison Blvd,Ogden,Weber,UT,67.0,67.0,33.0,25.51,10.0,3.0,0.0
3,33.58112,-112.117088,Black Canyon Fwy S,Phoenix,Maricopa,AZ,75.0,75.0,23.0,28.17,10.0,7.0,0.0
3,38.336124,-104.61940799999999,I-25 S,Pueblo,Pueblo,CO,17.0,-1.0,88.0,25.31,0.5,24.0,0.0
3,39.668701,-104.926033,S Valley Hwy,Denver,Denver,CO,10.9,-1.8,84.0,30.21,9.0,9.2,0.0
2,38.24411,-104.614899,W Northern Ave,Pueblo,Pueblo,CO,50.0,50.0,93.0,25.25,2.0,13.0,0.01
2,33.552731,-112.065247,N 7th St,Phoenix,Maricopa,AZ,95.0,95.0,30.0,28.33,10.0,3.0,0.0
4,39.61184,-106.45884,I-70 W,Vail,Eagle,CO,50.0,50.0,52.0,20.95,10.0,0.0,0.0
2,33.422779,-111.74183700000002,E University Dr,Mesa,Maricopa,AZ,94.0,94.0,28.0,28.43,10.0,9.0,0.0
3,39.867153,-104.987541,I-25 N,Denver,Adams,CO,55.0,55.0,38.0,24.16,10.0,9.0,0.0
2,32.206505,-110.84097299999999,S Kolb Rd,Tucson,Pima,AZ,80.0,80.0,27.0,27.15,10.0,6.0,0.0
3,33.378731,-111.96783400000001,I-10 W,Tempe,Maricopa,AZ,86.0,86.0,18.0,28.81,10.0,3.0,0.0
2,33.393002,-111.898857,S Fairfield Dr,Tempe,Maricopa,AZ,57.0,57.0,24.0,28.71,10.0,7.0,0.0
2,33.493301,-112.34088100000001,W Indian School Rd,Litchfield Park,Maricopa,AZ,112.0,112.0,15.0,28.55,10.0,8.0,0.0
2,40.09851,-111.68959,I-15 N,Spanish Fork,Utah,UT,41.0,38.0,51.0,25.74,10.0,5.0,0.0
2,38.83297,-104.794724,E Pikes Peak Ave,Colorado Springs,El Paso,CO,72.0,72.0,13.0,23.96,10.0,12.0,0.0
2,39.28313,-110.97413, State Highway 10,Huntington,Emery,UT,50.0,50.0,35.0,24.09,10.0,17.0,0.0
2,40.602961,-111.93871999999999, S Redwood Rd,West Jordan,Salt Lake,UT,87.0,87.0,28.0,25.8,10.0,3.0,0.0
3,39.858028000000004,-105.05384099999999,US-36 W,Westminster,Jefferson,CO,81.0,81.0,34.0,24.54,50.0,7.0,0.0
2,40.6657,-111.86485,S 700 E,Salt Lake City,Salt Lake,UT,52.0,52.0,37.0,25.84,10.0,3.0,0.0
2,33.596401,-112.13395700000001,N 35th Ave,Phoenix,Maricopa,AZ,69.0,69.0,29.0,28.13,10.0,12.0,0.0
4,33.436809999999994,-111.57648400000001, W Lost Dutchman Blvd,Apache Junction,Pinal,AZ,93.0,93.0,17.0,28.41,45.0,7.0,0.0
2,32.380718,-111.04692800000001,N Thornydale Rd,Tucson,Pima,AZ,67.0,67.0,46.0,27.26,10.0,5.0,0.0
3,39.524372,-119.86190800000001,I-80 E,Reno,Washoe,NV,60.0,60.0,53.0,25.63,10.0,5.0,0.0
2,33.66892,-112.07623000000001,Pima Fwy W,Phoenix,Maricopa,AZ,64.0,64.0,48.0,28.43,10.0,3.0,0.0
2,40.71816,-111.87973000000001,I-80 E,Salt Lake City,Salt Lake,UT,22.0,16.0,60.0,26.11,10.0,5.0,0.0
2,41.934954,-112.65383700000001,I-84 E,Snowville,Box Elder,UT,47.0,47.0,74.0,25.7,10.0,3.0,0.0
2,39.725563,-105.030251,US-6 E,Denver,Denver,CO,43.0,43.0,62.0,24.21,10.0,3.0,0.0
2,40.601898,-112.294243,Highway 36,Tooele,Tooele,UT,69.0,69.0,33.0,25.37,10.0,8.0,0.0
2,40.718340000000005,-111.88826,S State St,Salt Lake City,Salt Lake,UT,73.0,73.0,21.0,25.71,10.0,3.0,0.0
3,33.72817,-112.12083,I-17 S,Phoenix,Maricopa,AZ,60.0,60.0,24.0,28.27,10.0,3.0,0.0
2,40.38108,-111.81383999999998, N West State Rd,American Fork,Utah,UT,34.0,24.0,70.0,25.62,10.0,15.0,0.0
2,33.428779999999996,-111.92929099999999,E Rio Salado Pkwy,Tempe,Maricopa,AZ,103.0,103.0,6.0,28.6,10.0,7.0,0.0
3,39.867153,-104.987541,I-25 N,Denver,Adams,CO,30.0,30.0,93.0,24.33,7.0,0.0,0.0
2,33.551392,-112.272507,N 99th Ave,Peoria,Maricopa,AZ,103.0,103.0,12.0,28.55,10.0,9.0,0.0
2,39.780228,-104.97918700000001,Washington St,Denver,Denver,CO,45.0,42.0,53.0,24.5,60.0,5.0,0.0
2,39.743252000000005,-104.976173,E 17th Ave,Denver,Denver,CO,71.0,71.0,51.0,24.47,10.0,8.0,0.0
2,32.15963,-110.947617,E Wyoming St,Tucson,Pima,AZ,51.0,51.0,92.0,27.14,10.0,8.0,0.0
2,39.306255,-119.82515,US Highway 395 N,Washoe Valley,Washoe,NV,61.0,61.0,63.0,25.27,10.0,0.0,0.0
2,40.233124,-111.68321200000001,W Center St,Provo,Utah,UT,44.0,42.0,85.0,25.17,10.0,5.0,0.01
2,34.333851,-110.752853,State Route 260,Forest Lakes,Coconino,AZ,61.0,61.0,82.0,24.8,10.0,0.0,0.0
2,47.624919,-116.56923700000002,I-90 W,Coeur D Alene,Kootenai,ID,50.0,50.0,52.0,27.61,10.0,21.0,0.0
2,40.88425,-111.89223, W 500 S,Bountiful,Davis,UT,89.0,89.0,23.0,25.76,10.0,15.0,0.0
2,40.728241,-111.904648,I-15 S,Salt Lake City,Salt Lake,UT,68.0,68.0,37.0,25.69,10.0,8.0,0.0
2,33.522678000000006,-112.04418899999999,E Palo Verde Dr,Phoenix,Maricopa,AZ,63.0,63.0,18.0,28.72,10.0,3.0,0.0
3,41.137569,-111.914825,I-84 W,Ogden,Weber,UT,79.0,79.0,23.0,25.44,10.0,3.0,0.0
2,39.779361,-110.91833100000001,US-6 E,Helper,Carbon,UT,80.0,80.0,31.0,24.37,10.0,0.0,0.0
2,33.453461,-111.917847,N Miller Rd,Scottsdale,Maricopa,AZ,67.0,67.0,21.0,28.49,10.0,7.0,0.0
3,40.66433,-111.88831299999998,S State St,Salt Lake City,Salt Lake,UT,73.0,73.0,21.0,25.5,10.0,14.0,0.0
2,33.421879,-111.982353,E University Dr,Phoenix,Maricopa,AZ,101.0,101.0,7.0,28.66,10.0,10.0,0.0
2,40.64969,-111.86593, S 900 E,Salt Lake City,Salt Lake,UT,79.0,79.0,29.0,25.93,10.0,9.0,0.0
2,40.55018,-111.89602,I-15 N,South Jordan,Salt Lake,UT,61.0,61.0,31.0,25.59,10.0,13.0,0.0
4,45.71218,-111.06198,I-90 W,Bozeman,Gallatin,MT,45.0,43.0,37.0,25.42,10.0,5.0,0.0
3,33.297878000000004,-111.971512,I-10 W,Phoenix,Maricopa,AZ,82.0,82.0,29.0,28.63,10.0,7.0,0.0
3,39.87973,-104.98769399999999,I-25 S,Denver,Adams,CO,72.0,72.0,27.0,24.41,30.0,3.0,0.0
2,32.228931,-110.884003,N Rosemont Blvd,Tucson,Pima,AZ,58.0,58.0,40.0,27.2,6.0,6.0,0.0
2,32.199661,-110.87512199999999,E 29th St,Tucson,Pima,AZ,64.0,64.0,20.0,26.91,10.0,9.0,0.0
