Severity,Start_Lat,Start_Lng,Street,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2,42.96175,-71.41545,NH-101 E,Manchester,Hillsborough,NH,48.0,43.0,74.0,28.78,10.0,13.0,0.0
2,41.93269,-71.46401,Eddie Dowling Hwy N,Lincoln,Providence,RI,38.0,38.0,62.0,29.87,10.0,0.0,0.0
3,41.738304,-72.662491,CT-15 N,Hartford,Hartford,CT,70.0,70.0,97.0,29.78,1.0,0.0,0.03
2,42.274883,-71.05029300000001,I-93 S,Milton,Norfolk,MA,31.0,23.0,47.0,30.13,10.0,8.0,0.0
2,44.83854,-70.108249, New Vineyard Rd,New Vineyard,Franklin,ME,59.0,59.0,96.0,29.35,10.0,5.0,0.0
2,41.783165000000004,-70.731842,MA-25 E,Wareham,Plymouth,MA,33.1,27.7,92.0,29.87,3.0,5.8,0.01
2,42.279907,-71.065926,Gallivan Blvd,Dorchester Center,Suffolk,MA,79.0,79.0,69.0,29.75,10.0,7.0,0.01
2,41.806911,-71.440453,Salvati Way,Providence,Providence,RI,54.0,54.0,86.0,30.19,10.0,7.0,0.0
3,42.296314,-71.80249,I-190 N,Worcester,Worcester,MA,56.0,56.0,64.0,28.76,10.0,6.0,0.0
2,42.770439,-71.490494,Long Ave,Nashua,Hillsborough,NH,49.0,49.0,71.0,29.42,10.0,3.0,0.0
2,42.389462,-71.23919699999999,Bacon St,Waltham,Middlesex,MA,54.0,54.0,59.0,30.04,10.0,6.0,0.0
2,41.654259,-70.92710100000001,I-195 E,New Bedford,Bristol,MA,65.0,65.0,90.0,29.63,10.0,15.0,0.32
2,42.08057,-71.03697199999999,W Elm St,Brockton,Plymouth,MA,91.0,91.0,30.0,29.79,10.0,5.0,0.0
3,42.548782,-71.474976,Great Rd,Westford,Middlesex,MA,75.0,75.0,51.0,29.86,10.0,13.0,0.0
3,42.817242,-70.91534399999999,I-95 N,Newburyport,Essex,MA,32.0,26.0,92.0,29.67,9.0,7.0,0.0
2,42.502495,-71.243813,US-3 S,Bedford,Middlesex,MA,20.0,6.0,38.0,30.04,10.0,15.0,0.0
3,42.516804,-71.0895,North Ave,Wakefield,Middlesex,MA,56.0,56.0,60.0,29.58,10.0,9.0,0.0
2,42.5476,-71.216263,Alexander Rd,Billerica,Middlesex,MA,19.9,6.2,78.0,29.82,3.0,15.0,0.0
2,41.818333,-71.382172,US-44 E,East Providence,Providence,RI,78.0,78.0,87.0,29.64,10.0,6.0,0.0
2,42.690746000000004,-71.206329,River Rd,Andover,Essex,MA,75.0,75.0,62.0,29.87,10.0,6.0,0.0
2,41.23109,-73.06241999999999, Boston Post Rd,Milford,New Haven,CT,75.0,75.0,82.0,29.81,10.0,5.0,0.0
3,41.818333,-71.382172,US-44 E,East Providence,Providence,RI,59.0,59.0,100.0,30.29,10.0,0.0,0.0
2,41.512527,-71.36689799999999,RI-138 E,Jamestown,Newport,RI,30.9,24.3,92.0,29.84,6.0,6.9,0.04
2,42.41106,-71.089691,Riverside Ave,Medford,Middlesex,MA,58.0,58.0,46.0,29.93,10.0,13.0,0.0
2,41.806911,-71.440453,Salvati Way,Providence,Providence,RI,68.0,68.0,96.0,29.83,2.0,15.0,0.09
3,42.503529,-71.102623,Main St,Reading,Middlesex,MA,67.0,67.0,84.0,29.91,10.0,5.0,0.0
2,42.658802,-71.428505,US-3 S,Tyngsboro,Middlesex,MA,50.0,50.0,48.0,30.18,10.0,0.0,0.0
2,41.742742,-71.445189,I-95 S,Cranston,Providence,RI,48.0,43.0,74.0,29.75,10.0,13.0,0.0
2,41.29978,-72.90595,Governor John Davis Lodge Tpke N,East Haven,New Haven,CT,62.0,62.0,86.0,29.79,10.0,10.0,0.03
2,41.81469,-71.40324,US-6 W,Providence,Providence,RI,66.0,66.0,90.0,30.11,10.0,3.0,0.0
2,42.607715999999996,-71.325981,US-3 S,Chelmsford,Middlesex,MA,39.0,33.0,86.0,29.54,3.0,9.0,0.01
2,41.050497,-73.534198,I-95 N,Stamford,Fairfield,CT,67.0,67.0,84.0,29.49,10.0,6.0,0.0
2,42.39925,-71.43261,Maynard Rd,Sudbury,Middlesex,MA,23.0,14.7,65.0,30.2,10.0,6.9,0.0
2,42.729865000000004,-71.45223299999999,US-3 N,Nashua,Hillsborough,NH,24.8,19.1,100.0,29.84,3.0,4.6,0.0
3,41.81469,-71.40323599999999,Providence River Bridge,Providence,Providence,RI,73.0,73.0,41.0,29.75,10.0,22.0,0.0
2,42.210365,-70.996086,MA-3 N,Braintree,Norfolk,MA,38.0,38.0,79.0,30.33,10.0,0.0,0.0
2,41.90821,-71.04132,MA-24 N,Raynham,Bristol,MA,61.0,61.0,62.0,29.98,10.0,5.0,0.0
2,42.98535,-71.47145,Everett Tpke S,Manchester,Hillsborough,NH,29.0,19.0,89.0,29.13,1.0,13.0,0.01
3,42.429974,-71.102974,I-93 N,Medford,Middlesex,MA,77.0,77.0,52.0,29.74,10.0,25.0,0.0
2,42.337238,-71.836037,Shrewsbury St,Holden,Worcester,MA,55.0,55.0,64.0,29.2,10.0,6.0,0.0
4,43.686522,-73.289905, VT Route 22A,Fair Haven,Rutland,VT,28.0,15.7,49.0,29.67,9.0,17.3,0.0
2,41.692059,-72.757278,CT-9 N,New Britain,Hartford,CT,55.0,55.0,86.0,29.67,10.0,0.0,0.0
2,41.81337,-71.408691,Crary St,Providence,Providence,RI,53.0,53.0,69.0,30.07,10.0,7.0,0.0
2,42.94677,-71.46221,NH-101 E,Bedford,Hillsborough,NH,60.0,60.0,33.0,29.71,10.0,8.0,0.0
3,41.019844,-73.625801,I-95 S,Greenwich,Fairfield,CT,76.0,76.0,67.0,29.49,10.0,6.0,0.0
3,41.803745,-72.658737,I-91 S,Windsor,Hartford,CT,64.0,64.0,56.0,30.01,10.0,6.0,0.0
3,41.769878000000006,-72.68264,Myrtle St,Hartford,Hartford,CT,59.0,59.0,87.0,30.01,10.0,6.0,0.0
3,42.253986,-71.03877299999999,I-93 S,Quincy,Norfolk,MA,86.0,86.0,37.0,29.74,10.0,9.0,0.0
2,41.28418,-72.93247,I-95 N,New Haven,New Haven,CT,61.0,61.0,60.0,30.19,10.0,5.0,0.0
2,41.301204999999996,-72.925682,Oak Street Connector,New Haven,New Haven,CT,63.0,63.0,87.0,29.98,10.0,9.0,0.0
3,41.54965,-72.8173,I-691 E,Meriden,New Haven,CT,88.0,88.0,49.0,29.58,10.0,7.0,0.0
2,42.676941,-71.124969,Peters St,North Andover,Essex,MA,83.0,83.0,53.0,29.46,10.0,10.0,0.0
3,41.425036999999996,-73.354736,I-84 W,Newtown,Fairfield,CT,64.0,64.0,35.0,29.47,10.0,8.0,0.0
2,44.46485,-73.18576999999999,I-89 S,South Burlington,Chittenden,VT,69.0,69.0,39.0,29.99,10.0,12.0,0.0
2,42.544028999999995,-70.983742,I-95 S,Peabody,Essex,MA,54.0,54.0,53.0,29.98,10.0,14.0,0.0
2,43.63205,-72.21054000000001,I-89 N,Lebanon,Grafton,NH,77.0,77.0,71.0,29.37,9.0,3.0,0.0
2,41.749805,-71.441574,I-95 N,Warwick,Kent,RI,94.0,94.0,51.0,29.65,10.0,12.0,0.0
2,41.825728999999995,-71.419891,US-6 E,Providence,Providence,RI,57.0,57.0,83.0,29.94,8.0,12.0,0.0
3,41.800743,-71.402214,Thurbers Ave,Providence,Providence,RI,80.0,80.0,74.0,30.06,10.0,13.0,0.0
4,41.067799,-73.493172,Governor John Davis Lodge Tpke,Darien,Fairfield,CT,70.0,70.0,65.0,29.74,10.0,12.0,0.0
3,41.787254,-72.65790600000001,I-91 S,Hartford,Hartford,CT,64.0,64.0,45.0,30.17,10.0,0.0,0.0
2,42.88277,-71.48147,Everett Tpke N,Merrimack,Hillsborough,NH,39.0,39.0,57.0,30.07,10.0,0.0,0.0
2,43.50967,-70.4763,I-95 N,Saco,York,ME,37.0,32.0,79.0,29.93,10.0,7.0,0.0
2,43.15961,-70.66019,I-95 S,York,York,ME,52.0,52.0,84.0,29.94,10.0,5.0,0.0
3,42.728313,-71.20491,Pelham St,Methuen,Essex,MA,62.0,62.0,62.0,30.1,10.0,6.0,0.0
3,41.765285,-72.626373,I-84 E,East Hartford,Hartford,CT,58.0,58.0,81.0,30.06,6.0,7.0,0.01
3,41.146614,-73.258026,Governor John Davis Lodge Tpke,Fairfield,Fairfield,CT,39.0,35.0,82.0,30.11,6.0,6.0,0.03
2,41.741707,-72.634422,CT-2 E,East Hartford,Hartford,CT,53.0,53.0,74.0,29.19,10.0,16.0,0.0
3,42.74168,-71.207932,I-93 N,Methuen,Essex,MA,47.0,47.0,77.0,30.14,10.0,0.0,0.0
2,42.306011,-71.06178299999999,Adams St,Dorchester,Suffolk,MA,69.0,69.0,84.0,29.78,10.0,7.0,0.0
3,42.55748,-71.139832,I-93 N,Wilmington,Middlesex,MA,65.0,65.0,65.0,29.95,10.0,0.0,0.0
3,41.840019,-71.411263,I-95 S,Providence,Providence,RI,80.0,80.0,76.0,29.23,10.0,6.0,0.0
4,41.92711,-72.54956, North Rd,Broad Brook,Hartford,CT,62.0,62.0,39.0,29.56,10.0,21.0,0.0
2,42.489632,-71.016609,Broadway,Saugus,Essex,MA,28.0,22.0,78.0,30.02,1.0,6.0,0.03
3,41.648765999999995,-72.673218,I-91 S,Rocky Hill,Hartford,CT,57.0,57.0,96.0,29.73,3.0,0.0,0.0
2,41.93375,-71.468063,George Washington Hwy,Lincoln,Providence,RI,79.0,79.0,61.0,29.49,10.0,24.0,0.0
3,41.800743,-71.402214,Thurbers Ave,Providence,Providence,RI,29.0,29.0,92.0,30.17,8.0,0.0,0.0
3,41.81147,-72.52087399999999,I-84 E,Manchester,Hartford,CT,43.0,35.0,25.0,30.18,10.0,16.0,0.0
2,41.177273,-73.31624599999999,CT-15 N,Fairfield,Fairfield,CT,48.0,48.0,71.0,30.15,10.0,3.0,0.0
2,41.289299,-72.923012,Governor John Davis Lodge Tpke N,New Haven,New Haven,CT,72.0,72.0,64.0,29.59,10.0,10.0,0.0
3,41.141621,-73.283348,Governor John Davis Lodge Tpke,Southport,Fairfield,CT,66.0,66.0,75.0,30.11,10.0,5.0,0.0
2,41.79278,-71.94464, Providence Rd,Brooklyn,Windham,CT,73.0,73.0,57.0,29.74,10.0,6.0,0.0
3,41.365784000000005,-72.108467,S Frontage Rd,New London,New London,CT,71.0,71.0,87.0,29.83,3.0,12.0,0.12
3,42.505634,-71.12044499999999,I-93 N,Reading,Middlesex,MA,52.0,52.0,86.0,30.05,1.0,20.0,0.07
2,42.318001,-71.36286199999999,Commonwealth Rd,Wayland,Middlesex,MA,71.0,71.0,68.0,29.56,10.0,8.0,0.0
2,41.85314,-72.43254,Wilbur Cross Hwy N,Vernon Rockville,Tolland,CT,73.0,73.0,87.0,29.81,10.0,8.0,0.0
3,42.642941,-71.23183399999999,I-495 S,Tewksbury,Middlesex,MA,28.0,18.0,88.0,29.25,1.0,12.0,0.02
2,42.561871000000004,-71.29701999999999,Treble Cove Rd,North Billerica,Middlesex,MA,78.0,78.0,66.0,29.7,10.0,7.0,0.02
2,42.107769,-70.767204,Church St,Pembroke,Plymouth,MA,84.0,84.0,48.0,29.83,10.0,6.0,0.0
3,43.170044,-71.52977,Everett Tpke N,Bow,Merrimack,NH,61.0,61.0,93.0,29.49,6.0,5.0,0.04
2,41.80555,-72.65983,I-91 S,Windsor,Hartford,CT,77.0,77.0,43.0,29.78,10.0,8.0,0.0
2,41.908371,-71.51185600000001,I-295 S,Smithfield,Providence,RI,68.0,68.0,87.0,29.7,10.0,0.0,0.0
3,42.741306,-71.141602,I-495 S,Methuen,Essex,MA,74.0,74.0,68.0,29.68,10.0,0.0,0.0
3,41.855919,-71.405968,I-95 N,Providence,Providence,RI,41.0,33.0,25.0,29.66,10.0,16.0,0.0
2,41.955544,-71.30589300000001,I-95 S,Attleboro,Bristol,MA,53.0,53.0,96.0,29.5,4.0,20.0,0.27
2,42.202164,-71.079132,I-93 N,Randolph,Norfolk,MA,58.0,58.0,84.0,30.16,10.0,3.0,0.0
3,41.800743,-71.402214,Thurbers Ave,Providence,Providence,RI,45.0,39.0,90.0,29.75,10.0,14.0,0.0
2,41.80862,-71.40475,I-195 E,Providence,Providence,RI,84.0,84.0,56.0,29.61,10.0,14.0,0.0
2,41.248611,-73.080788,CT-15 S,Milford,New Haven,CT,57.0,57.0,20.0,30.3,10.0,17.0,0.0
2,42.165603999999995,-72.85202,I-90 W,Russell,Hampden,MA,69.0,69.0,51.0,29.91,10.0,5.0,0.0
3,41.540852,-72.97575400000001,I-84 W,Waterbury,New Haven,CT,32.0,19.2,48.0,29.64,10.0,23.0,0.0
3,41.629799,-71.486977,RI-4 S,East Greenwich,Kent,RI,40.0,40.0,93.0,30.34,10.0,0.0,0.0
3,41.997585,-71.19928,I-495 S,Norton,Bristol,MA,60.0,60.0,64.0,30.21,10.0,8.0,0.0
2,43.457469,-70.527303,Maine Tpke S,Kennebunkport,York,ME,70.0,70.0,55.0,29.49,10.0,10.0,0.0
2,41.83684,-71.51807,I-295 S,Johnston,Providence,RI,24.1,17.0,91.0,30.15,0.2,5.8,0.04
2,42.117847,-72.584137,Armory St,Springfield,Hampden,MA,33.0,33.0,86.0,29.76,10.0,0.0,0.0
4,42.170677000000005,-72.33045200000001,Shearer St,Palmer,Hampden,MA,20.0,8.0,39.0,29.97,10.0,10.0,0.0
2,41.391968,-72.875961,CT-15 N,North Haven,New Haven,CT,79.0,79.0,52.0,29.61,10.0,10.0,0.0
2,43.676390999999995,-70.25646,I-295 S,Portland,Cumberland,ME,56.0,56.0,53.0,30.42,10.0,5.0,0.0
3,42.962452,-71.413162,NH-101 E,Manchester,Hillsborough,NH,60.0,60.0,80.0,29.64,10.0,6.0,0.0
2,42.402405,-71.060707,Revere Beach Pkwy,Everett,Middlesex,MA,79.0,79.0,44.0,29.82,10.0,9.0,0.0
3,41.290794,-72.56935899999999,Governor John Davis Lodge Tpke S,Madison,New Haven,CT,73.0,73.0,94.0,29.41,10.0,6.0,0.0
3,41.561302000000005,-72.914558,Yankee Expy E,Plantsville,Hartford,CT,44.0,44.0,58.0,30.21,10.0,3.0,0.0
2,41.902359999999994,-71.09334, Taunton Grn,Taunton,Bristol,MA,34.0,29.0,75.0,29.72,10.0,6.0,0.0
3,41.95388,-71.30238299999999,Deanville Rd,Attleboro,Bristol,MA,41.0,37.0,100.0,29.23,1.0,6.0,0.0
2,42.31369,-71.063309,Sawyer Ave,Dorchester,Suffolk,MA,33.0,25.0,59.0,30.23,10.0,10.0,0.0
2,42.402405,-71.060707,Revere Beach Pkwy,Everett,Middlesex,MA,58.0,58.0,87.0,29.27,10.0,9.0,0.11
2,41.385090000000005,-73.189491,Monroe Tpke,Monroe,Fairfield,CT,62.0,62.0,53.0,29.49,10.0,14.0,0.0
3,42.189003,-71.852417,Southbridge St,Auburn,Worcester,MA,82.0,82.0,60.0,28.93,10.0,8.0,0.0
3,42.569469,-71.425774,I-495 S,Westford,Middlesex,MA,58.0,58.0,53.0,30.12,10.0,9.0,0.0
3,41.811188,-71.40594499999999,I-95 S,Providence,Providence,RI,62.0,62.0,58.0,30.07,10.0,16.0,0.0
3,41.856228,-71.405914,I-95 S,Providence,Providence,RI,72.0,72.0,46.0,29.36,10.0,18.0,0.0
4,43.58682,-73.29398,US-4 E,Fair Haven,Rutland,VT,47.0,45.0,46.0,29.0,10.0,5.0,0.0
2,41.725437,-72.66924300000001,CT-15 S,Wethersfield,Hartford,CT,36.0,29.0,81.0,29.88,7.0,9.0,0.0
3,41.10693,-73.419075,West Ave,Norwalk,Fairfield,CT,51.0,51.0,68.0,29.6,10.0,0.0,0.0
2,41.898563,-72.63958000000001,I-91 N,Windsor,Hartford,CT,33.0,24.0,82.0,29.4,2.0,13.0,0.01
2,43.69855,-71.64658,I-93 S,Plymouth,Grafton,NH,28.0,16.0,56.0,29.41,2.0,18.0,0.0
2,43.18022,-71.53045999999999,Everett Tpke S,Concord,Merrimack,NH,43.0,40.0,47.0,29.6,10.0,5.0,0.0
2,42.560989,-71.321503,Rangeway Rd,North Billerica,Middlesex,MA,50.0,50.0,71.0,29.79,10.0,6.0,0.0
2,41.77449,-72.692413,Ashley St,Hartford,Hartford,CT,75.0,75.0,40.0,29.96,10.0,6.0,0.0
2,43.080132,-71.967117,Elm Ave,Antrim,Hillsborough,NH,70.0,70.0,55.0,28.88,10.0,6.0,0.0
3,42.807945000000004,-71.273247,I-93 S,Windham,Rockingham,NH,72.0,72.0,64.0,29.9,10.0,3.0,0.0
3,41.163909999999994,-73.237785,Governor John Davis Lodge Tpke,Fairfield,Fairfield,CT,59.0,59.0,87.0,29.95,10.0,20.0,0.0
2,41.816212,-70.553619,Herring Pond Rd,Plymouth,Plymouth,MA,27.0,19.0,58.0,30.53,10.0,8.0,0.0
2,41.29074,-72.57408000000001,I-95 N,Madison,New Haven,CT,72.0,72.0,64.0,29.43,10.0,12.0,0.0
2,41.56477,-72.892448,Meriden Waterbury Tpke,Plantsville,Hartford,CT,50.0,50.0,89.0,30.22,10.0,0.0,0.0
4,41.04988,-73.53574, Canal St,Stamford,Fairfield,CT,54.0,54.0,75.0,28.9,10.0,17.0,0.01
2,42.105202,-72.075882,Main St,Sturbridge,Worcester,MA,34.0,30.0,96.0,29.12,0.25,5.0,0.0
3,42.664139,-71.193916,I-495 N,Andover,Essex,MA,83.0,83.0,54.0,29.82,10.0,12.0,0.0
2,42.058048,-71.068741,Belmont St,Brockton,Plymouth,MA,55.0,55.0,49.0,29.92,10.0,6.0,0.0
2,42.538921,-71.225487,Cook St,Billerica,Middlesex,MA,69.0,69.0,90.0,29.62,10.0,7.0,0.01
3,42.569736,-71.426109,Boston Rd,Westford,Middlesex,MA,35.0,26.0,57.0,29.75,10.0,14.0,0.0
3,42.380833,-71.076225,I-93 S,Charlestown,Suffolk,MA,74.0,74.0,87.0,29.83,1.0,5.0,0.0
3,42.607391,-71.325363,I-495 S,Lowell,Middlesex,MA,26.0,19.0,49.0,30.36,10.0,6.0,0.0
2,42.29025,-71.79196999999999,I-290 W,Worcester,Worcester,MA,71.0,71.0,96.0,28.67,10.0,3.0,0.0
2,41.244534,-73.103554,CT-15 N,Stratford,Fairfield,CT,68.0,68.0,43.0,30.45,10.0,10.0,0.0
2,42.346901,-71.08921099999999,Hemenway St,Boston,Suffolk,MA,56.0,56.0,84.0,30.03,5.0,12.0,0.0
3,41.825965999999994,-71.514992,US-6 W,Johnston,Providence,RI,48.0,44.0,100.0,29.86,5.0,8.0,0.0
2,43.065670000000004,-70.79189000000001,I-95 N,Portsmouth,Rockingham,NH,35.0,23.0,86.0,29.89,3.0,20.0,0.0
2,42.319565000000004,-71.09835799999999,Dimock St,Roxbury,Suffolk,MA,30.9,21.2,85.0,29.81,3.0,12.7,0.0
2,41.834721,-69.97380799999999,State Hwy,Eastham,Barnstable,MA,68.0,68.0,76.0,29.9,10.0,5.0,0.0
4,44.3398,-72.74743000000001,I-89 N,Waterbury,Washington,VT,65.0,65.0,65.0,28.82,10.0,13.0,0.0
3,42.607227,-71.325424,I-495 N,Chelmsford,Middlesex,MA,56.0,56.0,51.0,30.09,10.0,12.0,0.0
2,42.544281,-71.261253,John F Allan Dr,Billerica,Middlesex,MA,31.0,23.0,79.0,29.6,10.0,8.0,0.0
2,42.55962,-71.26902,Andover Rd,Billerica,Middlesex,MA,48.0,44.0,83.0,29.62,10.0,8.0,0.0
3,42.206084999999995,-71.06385,I-93 S,Quincy,Norfolk,MA,40.0,31.0,45.0,29.92,10.0,17.0,0.0
2,44.59117,-69.61801,I-95 N,Fairfield,Somerset,ME,46.0,43.0,73.0,29.8,10.0,6.0,0.0
2,42.548161,-71.28067800000001,Concord Rd,Billerica,Middlesex,MA,72.0,72.0,73.0,29.97,10.0,0.0,0.0
2,42.33879,-71.27684,Massachusetts Tpke E,Weston,Middlesex,MA,48.0,45.0,93.0,29.96,6.0,6.0,0.0
3,41.611931,-72.89888,West St,Southington,Hartford,CT,60.0,60.0,90.0,29.95,10.0,0.0,0.0
2,41.45559,-73.23776,I-84 W,Southbury,New Haven,CT,73.0,73.0,81.0,29.02,10.0,5.0,0.0
2,42.34582,-71.05958000000001,MA-3 N,Boston,Suffolk,MA,62.0,62.0,86.0,29.7,5.0,5.0,0.05
2,41.826069,-71.417702,US-6 W,Providence,Providence,RI,55.0,55.0,100.0,29.83,3.0,12.0,0.17
3,41.81337,-71.408691,Crary St,Providence,Providence,RI,64.0,64.0,72.0,29.92,10.0,6.0,0.0
3,42.231209,-71.023338,US-1 S,Quincy,Norfolk,MA,47.0,44.0,54.0,30.33,10.0,7.0,0.0
3,42.35833,-71.051498,Atlantic Ave,Boston,Suffolk,MA,61.0,61.0,75.0,30.1,10.0,6.0,0.0
2,43.50083,-71.61225999999999,I-93 S,Sanbornton,Belknap,NH,57.0,57.0,51.0,29.3,10.0,10.0,0.0
3,42.362671,-71.056488,I-93 N,Boston,Suffolk,MA,86.0,86.0,53.0,29.94,10.0,9.0,0.0
2,44.148536,-69.915932,I-95 N,Litchfield,Kennebec,ME,79.0,79.0,58.0,29.41,10.0,8.0,0.0
3,42.503746,-71.10231800000001,I-95 S,Reading,Middlesex,MA,61.0,61.0,90.0,29.34,10.0,6.0,0.0
2,41.855663,-71.406441,Smithfield Ave,Providence,Providence,RI,40.0,32.0,53.0,29.14,10.0,14.0,0.0
2,41.934464,-71.466103,Eddie Dowling Hwy N,Lincoln,Providence,RI,85.0,85.0,51.0,29.41,10.0,14.0,0.0
2,42.090286,-71.427399,W Central St,Franklin,Norfolk,MA,72.0,72.0,100.0,29.45,10.0,5.0,0.02
3,42.20303,-71.097557,I-93 N,Milton,Norfolk,MA,37.0,29.0,82.0,29.88,1.0,13.0,0.01
2,41.11757,-73.48787,Merritt Pkwy N,New Canaan,Fairfield,CT,82.0,82.0,60.0,29.41,10.0,3.0,0.0
2,42.398528999999996,-71.161774,Brighton St,Belmont,Middlesex,MA,31.0,26.0,42.0,30.34,10.0,5.0,0.0
2,42.4426,-71.25747700000001,I-95 S,Lexington,Middlesex,MA,24.0,24.0,69.0,30.53,10.0,0.0,0.0
2,44.64813,-70.15028000000001, Wilton Rd,Farmington,Franklin,ME,50.0,50.0,36.0,29.76,10.0,9.0,0.0
3,41.360264,-72.21055600000001,Governor John Davis Lodge Tpke S,Niantic,New London,CT,57.0,57.0,69.0,30.02,10.0,23.0,0.0
3,41.554565000000004,-72.105522,Governor John Davis Lodge Tpke S,Norwich,New London,CT,71.0,71.0,78.0,29.55,10.0,15.0,0.0
2,43.00538,-71.398269,NH-101 E,Manchester,Hillsborough,NH,83.0,83.0,29.0,29.81,10.0,7.0,0.0
2,42.895272,-71.359341,I-93 N,Londonderry,Rockingham,NH,78.0,78.0,27.0,29.84,10.0,10.0,0.0
3,41.28837,-72.88675,Governor John Davis Lodge Tpke S,East Haven,New Haven,CT,74.0,74.0,76.0,30.18,10.0,10.0,0.0
3,41.049227,-73.537322,I-95 N,Stamford,Fairfield,CT,72.0,72.0,97.0,29.43,0.5,7.0,0.14
3,42.357037,-71.184074,Centre St,Newton,Middlesex,MA,45.0,39.0,90.0,29.81,1.0,13.0,0.0
2,41.168919,-73.194038,Johnson St,Bridgeport,Fairfield,CT,59.0,59.0,67.0,30.16,10.0,12.0,0.0
3,41.238052,-73.023567,I-95 S,Milford,New Haven,CT,67.0,67.0,40.0,30.25,10.0,14.0,0.0
3,42.366611,-71.060684,I-93 N,Boston,Suffolk,MA,59.0,59.0,44.0,29.91,10.0,12.0,0.0
2,41.955231,-70.86615,Wood St,Halifax,Plymouth,MA,42.0,39.0,89.0,29.77,10.0,5.0,0.0
2,41.12281,-73.33593,I-95 N,Westport,Fairfield,CT,50.0,50.0,89.0,29.84,7.0,14.0,0.07
2,44.042828,-69.896601,I-295 N,Bowdoinham,Sagadahoc,ME,72.0,72.0,57.0,30.07,10.0,3.0,0.0
4,41.431638,-72.40527, Town St,East Haddam,Middlesex,CT,66.0,66.0,64.0,29.31,10.0,8.0,0.0
2,42.502495,-71.243813,US-3 S,Bedford,Middlesex,MA,54.0,54.0,86.0,29.59,10.0,8.0,0.0
2,41.628941,-70.376289,Main St,Osterville,Barnstable,MA,62.0,62.0,93.0,29.78,0.5,13.0,0.0
3,42.027229,-71.257568,I-495 N,Foxboro,Norfolk,MA,45.0,45.0,82.0,30.0,4.0,0.0,0.0
2,41.659382,-70.947121,Hathaway Rd,New Bedford,Bristol,MA,49.0,42.0,64.0,30.15,10.0,20.0,0.0
